,country,founded,id,industry,linkedin_url,locality,name,region,size,website
8269,australia,,curtin-graduate-school-of-business,education management,linkedin.com/company/curtin-graduate-school-of-business,perth,curtin graduate school of business,western australia,1001-5000,
8444,australia,2008.0,qube-ports-&-bulk,logistics and supply chain,linkedin.com/company/qube-ports-&-bulk,sydney,qube ports & bulk,new south wales,501-1000,
14039,australia,1992.0,exact-mining-group-pty-ltd,mining & metals,linkedin.com/company/exact-mining-group-pty-ltd,city of west torrens,exact mining group pty ltd,south australia,201-500,
14541,australia,,sgpl,,linkedin.com/company/sgpl,sydney,sgpl,new south wales,201-500,
18720,australia,,pure-logistics,transportation/trucking/railroad,linkedin.com/company/pure-logistics,,pure logistics,,1001-5000,
22561,new zealand,,ppcs,food production,linkedin.com/company/ppcs,,ppcs,,1001-5000,
26873,australia,,vantex,information technology and services,linkedin.com/company/vantex,,vantex,,201-500,
31266,australia,,rydges,hospitality,linkedin.com/company/rydges,campbelltown,rydges,new south wales,201-500,
31454,australia,,catholic-schools-office-of-maitland-newcastle,education management,linkedin.com/company/catholic-schools-office-of-maitland-newcastle,,"catholic schools office, diocese of maitland-newcastle",,1001-5000,
34229,new zealand,1935.0,moore-stephens-markhams-new-zealand,accounting,linkedin.com/company/moore-stephens-markhams-new-zealand,auckland,moore stephens markhams new zealand,auckland,201-500,
34354,australia,,avant,computer software,linkedin.com/company/avant,,avant!,,1001-5000,
35851,australia,,royal-darwin-hospital,hospital & health care,linkedin.com/company/royal-darwin-hospital,,royal darwin hospital,,201-500,
37480,new zealand,,university-of-auckland-data-science,education management,linkedin.com/company/university-of-auckland-data-science,auckland,university of auckland - data science,auckland,5001-10000,
38311,australia,,latrobe-community-health-services,hospital & health care,linkedin.com/company/latrobe-community-health-services,morwell,latrobe community health service,victoria,201-500,
39140,australia,2017.0,lumi-group-pty-ltd,facilities services,linkedin.com/company/lumi-group-pty-ltd,melbourne,lumi group pty ltd,victoria,501-1000,
39532,australia,2002.0,boeing-australia-holdings-proprietary-limited,management consulting,linkedin.com/company/boeing-australia-holdings-proprietary-limited,brisbane,boeing australia holdings proprietary limited,queensland,1001-5000,
40497,australia,,real-estate-champions,real estate,linkedin.com/company/real-estate-champions,,real estate champions,,501-1000,
43767,australia,1988.0,downer-edi-engineering-electrical-pty-limited,construction,linkedin.com/company/downer-edi-engineering-electrical-pty-limited,sydney,downer edi engineering electrical pty limited,new south wales,1001-5000,
45694,new zealand,1992.0,english-language-partners-new-zealand,education management,linkedin.com/company/english-language-partners-new-zealand,,english language partners new zealand - working with refugees and migrants,,201-500,
48581,australia,1966.0,crownequipmentaustralia,machinery,linkedin.com/company/crownequipmentaustralia,smithfield,crown equipment pty ltd - australia,new south wales,501-1000,
50579,australia,2020.0,department-of-regional-nsw,government administration,linkedin.com/company/department-of-regional-nsw,queanbeyan,department of regional nsw,new south wales,1001-5000,
50906,australia,1995.0,worldwide-printing-solutions,printing,linkedin.com/company/worldwide-printing-solutions,,worldwide online printing,,201-500,
51490,australia,,jde-professional-au,food & beverages,linkedin.com/company/jde-professional-au,gordon,jde professional australia,new south wales,201-500,
53198,new zealand,2019.0,financial-markets-club,financial services,linkedin.com/company/financial-markets-club,,victoria financial markets club,wellington,201-500,
53622,australia,1900.0,nswliverpool,government administration,linkedin.com/company/nswliverpool,liverpool,liverpool city council (nsw),new south wales,201-500,
54609,australia,1976.0,cetnaj-group-of-companies,wholesale,linkedin.com/company/cetnaj-group-of-companies,,cetnaj group of companies,,201-500,
54751,australia,,pilates-institute,"health, wellness and fitness",linkedin.com/company/pilates-institute,,pilates institute,,501-1000,
55038,australia,1903.0,adventist-healthcare-limited,hospital & health care,linkedin.com/company/adventist-healthcare-limited,wahroonga,adventist healthcare limited (aus),new south wales,1001-5000,
55041,australia,1862.0,nsw-police-force,law enforcement,linkedin.com/company/nsw-police-force,sydney,nsw police force,new south wales,10001+,
56320,australia,2017.0,cpbjh-jv,construction,linkedin.com/company/cpbjh-jv,,cpbjh jv,,1001-5000,
57850,australia,,kempseyshirecouncil,government administration,linkedin.com/company/kempseyshirecouncil,kempsey,kempsey shire council,new south wales,201-500,
59325,australia,1981.0,thomas-international-aus,human resources,linkedin.com/company/thomas-international-aus,sydney,thomas international australia,new south wales,201-500,
60055,australia,,campbellarnotts,consumer goods,linkedin.com/company/campbellarnotts,,campbell arnott's,,1001-5000,
61442,australia,,wibd-canberra,information technology and services,linkedin.com/company/wibd-canberra,canberra,women in big data canberra,act,501-1000,
61526,australia,1994.0,totally-workwear-australia,retail,linkedin.com/company/totally-workwear-australia,melbourne,totally workwear australia,victoria,201-500,
61639,australia,,sons-of-gwalia,mining & metals,linkedin.com/company/sons-of-gwalia,,sons of gwalia,,1001-5000,
62253,new zealand,1973.0,fidelity-life-assurance-company-ltd,insurance,linkedin.com/company/fidelity-life-assurance-company-ltd,newmarket,fidelity life assurance company limited,auckland,501-1000,
63518,australia,,perkins-group-of-companies,construction,linkedin.com/company/perkins-group-of-companies,bunbury,perkins group of companies,western australia,201-500,
66429,australia,,department-of-finance-&-services,government administration,linkedin.com/company/department-of-finance-&-services,,"nsw department of finance, services and innovation",,1001-5000,
67494,australia,,vp_4,hospital & health care,linkedin.com/company/vp_4,,vp,,201-500,
67848,australia,1985.0,skycityadelaide,hospitality,linkedin.com/company/skycityadelaide,adelaide,skycity adelaide,south australia,1001-5000,
68977,australia,,confidential2,,linkedin.com/company/confidential2,,confidential,,10001+,
69447,australia,,good-health-solutions,"health, wellness and fitness",linkedin.com/company/good-health-solutions,,good health solutions,,201-500,
69524,australia,1881.0,st-vincent-de-paul-society-nsw,individual & family services,linkedin.com/company/st-vincent-de-paul-society-nsw,,st vincent de paul society nsw,,501-1000,
70739,australia,,hilton-foods-australia,food production,linkedin.com/company/hilton-foods-australia,truganina,hilton foods australia,victoria,1001-5000,
72218,australia,2015.0,social-capital-precinct,civic & social organization,linkedin.com/company/social-capital-precinct,adelaide,social capital precinct,south australia,1001-5000,
72481,australia,2015.0,the-natural-grocery-company-tngc-,retail,linkedin.com/company/the-natural-grocery-company-tngc-,st leonards,the natural grocery company,new south wales,201-500,
72786,australia,1989.0,act-government,government administration,linkedin.com/company/act-government,,act government,,1001-5000,
75125,australia,2001.0,department-of-infrastructure-victoria,government administration,linkedin.com/company/department-of-infrastructure-victoria,melbourne,department of infrastructure victoria,victoria,1001-5000,
76945,australia,1876.0,faculty-of-arts-university-of-adelaide,higher education,linkedin.com/company/faculty-of-arts-university-of-adelaide,,"faculty of arts, university of adelaide",,1001-5000,
77461,australia,2015.0,insurance-and-care-nsw,insurance,linkedin.com/company/insurance-and-care-nsw,,icare nsw,,501-1000,
81206,australia,,delwp,retail,linkedin.com/company/delwp,gundowring,delwp,victoria,201-500,
83344,australia,1993.0,carpet-choice,retail,linkedin.com/company/carpet-choice,,carpet choice,,501-1000,
83393,australia,2017.0,familysafetyvictoria,government administration,linkedin.com/company/familysafetyvictoria,melbourne,family safety victoria,victoria,201-500,
83517,australia,1989.0,the-coffee-club,restaurants,linkedin.com/company/the-coffee-club,,the coffee club,,501-1000,
83583,australia,1810.0,liverpool-city-council-nsw,government administration,linkedin.com/company/liverpool-city-council-nsw,liverpool,liverpool city council,new south wales,501-1000,
83973,australia,,mid-western-regional-council,government administration,linkedin.com/company/mid-western-regional-council,mudgee,mid-western regional council,new south wales,201-500,
84139,australia,,ccjv,oil & energy,linkedin.com/company/ccjv,,ccjv,,501-1000,
85342,australia,1901.0,nsw-police,law enforcement,linkedin.com/company/nsw-police,,nsw police,,10001+,
86022,australia,,sandhills-pacific,publishing,linkedin.com/company/sandhills-pacific,fortitude valley,sandhills pacific,queensland,501-1000,
87896,australia,,rossmoyne-seniorhighschool,education management,linkedin.com/company/rossmoyne-seniorhighschool,,rossmoyne senior high school,western australia,1001-5000,
88540,australia,,uts-business-school,higher education,linkedin.com/company/uts-business-school,ultimo,uts business school,new south wales,201-500,
90195,australia,2003.0,pilbara-iron-company-services-pty-ltd.,mining & metals,linkedin.com/company/pilbara-iron-company-services-pty-ltd.,perth,pilbara iron company (services) pty ltd.,western australia,10001+,
92859,australia,,jbs-swift-australia,food production,linkedin.com/company/jbs-swift-australia,,jbs swift australia,,201-500,
93199,australia,1994.0,navitas-professional-careers-&-internships,e-learning,linkedin.com/company/navitas-professional-careers-&-internships,perth,navitas professional careers & internships,western australia,5001-10000,
97713,australia,,simspartners,accounting,linkedin.com/company/simspartners,,simspartners,,201-500,
101483,australia,,pricewaterhousecoopers-legal,law practice,linkedin.com/company/pricewaterhousecoopers-legal,,pricewaterhousecoopers legal,,5001-10000,
101846,australia,,the-retail-apparel-group,retail,linkedin.com/company/the-retail-apparel-group,,the retail apparel group,,1001-5000,
104800,new zealand,,progressive-enterprises-limited,supermarkets,linkedin.com/company/progressive-enterprises-limited,auckland,countdown supermarkets,auckland,1001-5000,
105202,australia,1994.0,entertainment-publications-of-australia,publishing,linkedin.com/company/entertainment-publications-of-australia,artarmon,entertainment book,new south wales,201-500,
105305,australia,,max-employment,staffing and recruiting,linkedin.com/company/max-employment,springwood,max employment,queensland,1001-5000,
106396,australia,1975.0,carpet-call-holdings-pty-ltd.,retail,linkedin.com/company/carpet-call-holdings-pty-ltd.,loganlea,carpet call (holdings) pty ltd.,queensland,201-500,
107951,australia,,elite-manufacturing,automotive,linkedin.com/company/elite-manufacturing,,elite manufacturing,,201-500,
113580,australia,,ozemail,internet,linkedin.com/company/ozemail,,ozemail,,201-500,
117125,new zealand,1958.0,taurangagirls-college,primary/secondary education,linkedin.com/company/taurangagirls-college,tauranga,taurangagirls'college,bay of plenty,201-500,
118373,australia,2011.0,nsw-telco-authority,government administration,linkedin.com/company/nsw-telco-authority,,nsw telco authority,,201-500,
118666,australia,2007.0,unidel-group,oil & energy,linkedin.com/company/unidel-group,brisbane,unidel group,queensland,201-500,
120785,australia,1985.0,orrca,non-profit organization management,linkedin.com/company/orrca,,orrca,,501-1000,
121114,australia,1945.0,mattelasiapacific,consumer goods,linkedin.com/company/mattelasiapacific,cremorne,mattel asia pacific,victoria,10001+,
121499,australia,1987.0,grocon-constructors-pty.-ltd.,construction,linkedin.com/company/grocon-constructors-pty.-ltd.,melbourne,grocon constructors pty. ltd.,victoria,201-500,
121828,australia,,cities-research-institute,higher education,linkedin.com/company/cities-research-institute,gold coast,cities research institute,queensland,10001+,
122725,australia,1893.0,cape-plc-australia,construction,linkedin.com/company/cape-plc-australia,,cape australia,,1001-5000,
122843,new zealand,,museum-of-new-zealand-te-papa-tongarewa,museums and institutions,linkedin.com/company/museum-of-new-zealand-te-papa-tongarewa,,museum of new zealand te papa tongarewa,wellington,201-500,
127023,australia,2017.0,ai-group-recruitment-services,non-profit organization management,linkedin.com/company/ai-group-recruitment-services,,ai group recruitment services,,201-500,
128898,australia,2006.0,ey-data-analytics,information technology and services,linkedin.com/company/ey-data-analytics,,ey analytics (asia-pacific),,201-500,
129958,australia,1879.0,dymocks-group,retail,linkedin.com/company/dymocks-group,,dymocks group,,201-500,
132596,australia,,act-department-of-education-and-training,primary/secondary education,linkedin.com/company/act-department-of-education-and-training,canberra,act education directorate,act,5001-10000,
132678,australia,,communities-nsw,government administration,linkedin.com/company/communities-nsw,,communities nsw,,5001-10000,
134127,australia,,pmfresh,food production,linkedin.com/company/pmfresh,sydney,pmfresh,new south wales,501-1000,
134330,australia,1976.0,oamps-insurance-brokers,insurance,linkedin.com/company/oamps-insurance-brokers,,oamps insurance brokers,,501-1000,
139848,australia,1906.0,sutherland-shire-council,government relations,linkedin.com/company/sutherland-shire-council,,sutherland shire council,,501-1000,
140723,australia,,westmoretonhealth,hospital & health care,linkedin.com/company/westmoretonhealth,ipswich,west moreton hospital and health service,queensland,1001-5000,
140852,australia,1885.0,department-of-education-tasmania,education management,linkedin.com/company/department-of-education-tasmania,hobart,"department of education, tasmania",tasmania,201-500,
144430,australia,1829.0,lionel-samson-sadleirs-group,transportation/trucking/railroad,linkedin.com/company/lionel-samson-sadleirs-group,kewdale,lionel samson sadleirs group,western australia,501-1000,
144601,australia,2001.0,lagardère-services-asia-pacific-pty-ltd,retail,linkedin.com/company/lagardère-services-asia-pacific-pty-ltd,sydney,lagardère services asia pacific pty ltd,new south wales,1001-5000,
146030,australia,1976.0,automotive-brands-group,automotive,linkedin.com/company/automotive-brands-group,nunawading,automotive brands group,victoria,501-1000,
147531,australia,2001.0,wesfarmers-industrial-&-safety,business supplies and equipment,linkedin.com/company/wesfarmers-industrial-&-safety,,wesfarmers industrial and safety,,1001-5000,
147771,australia,1994.0,snpasia,information technology and services,linkedin.com/company/snpasia,north sydney,snp japac,new south wales,1001-5000,
147894,australia,2013.0,new-zealand-club-of-western-australia,events services,linkedin.com/company/new-zealand-club-of-western-australia,perth,the new zealand club of western australia,western australia,201-500,
148858,australia,,defence-materiel-organisation,defense & space,linkedin.com/company/defence-materiel-organisation,,defence materiel organisation,,501-1000,
148918,australia,,transaction-solutions,computer software,linkedin.com/company/transaction-solutions,,transaction solutions,,201-500,
149464,australia,2014.0,melbourne-polytechnic,higher education,linkedin.com/company/melbourne-polytechnic,preston,melbourne polytechnic,victoria,201-500,
149523,australia,,acumentis-group,real estate,linkedin.com/company/acumentis-group,melbourne street station,acumentis group,queensland,201-500,
149661,australia,,ymca-canberra,non-profit organization management,linkedin.com/company/ymca-canberra,,ymca canberra,act,201-500,
150389,australia,1980.0,tafe-wsi-oten-open-training-education-network-,education management,linkedin.com/company/tafe-wsi-oten-open-training-education-network-,strathfield,tafe wsi oten (open training education network),new south wales,201-500,
150765,australia,,oneschoolglobal,education management,linkedin.com/company/oneschoolglobal,,oneschool global,new south wales,201-500,
151125,australia,1958.0,action-metal-recyclers-pty-ltd,mining & metals,linkedin.com/company/action-metal-recyclers-pty-ltd,brisbane,action metal recyclers pty ltd,queensland,201-500,
153114,australia,1981.0,freedom-australia,retail,linkedin.com/company/freedom-australia,ryde,freedom australia,new south wales,1001-5000,
153139,australia,,unsw-art-&-design,higher education,linkedin.com/company/unsw-art-&-design,,unsw art & design,,201-500,
155627,australia,2016.0,central-coast-council,political organization,linkedin.com/company/central-coast-council,wyong,central coast council,new south wales,1001-5000,
155873,australia,,dungog-council,government administration,linkedin.com/company/dungog-council,dungog,dungog shire council,new south wales,201-500,
157852,australia,,department-of-education-and-children’s-services,government administration,linkedin.com/company/department-of-education-and-children’s-services,adelaide,department of education and children’s services,south australia,201-500,
157984,australia,1949.0,people's-choice-credit-union,financial services,linkedin.com/company/people's-choice-credit-union,,people's choice credit union,,501-1000,
162742,australia,,beteasyptyltd,gambling & casinos,linkedin.com/company/beteasyptyltd,melbourne,beteasy,victoria,201-500,
169897,australia,,gwa-heating-and-cooling,building materials,linkedin.com/company/gwa-heating-and-cooling,,gwa group limited,,201-500,
170214,australia,,bluefreeway,marketing and advertising,linkedin.com/company/bluefreeway,,bluefreeway,,201-500,
171007,australia,1964.0,groote-eylandt-mining-company-proprietary-limited,mining & metals,linkedin.com/company/groote-eylandt-mining-company-proprietary-limited,alyangula,groote eylandt mining company proprietary limited,northern territory,501-1000,
173391,australia,1977.0,communities-work,individual & family services,linkedin.com/company/communities-work,,communities@work,act,201-500,
177275,australia,,cessnock-city-council,government administration,linkedin.com/company/cessnock-city-council,cessnock,cessnock city council,new south wales,201-500,
178345,australia,2001.0,transport-construction-authority,civil engineering,linkedin.com/company/transport-construction-authority,chatswood,transport construction authority,new south wales,501-1000,
179813,australia,,institute-for-health-transformation,research,linkedin.com/company/institute-for-health-transformation,burwood,institute for health transformation,new south wales,201-500,
180545,australia,,willoughby-city-council,government administration,linkedin.com/company/willoughby-city-council,,willoughby city council,,201-500,
182223,australia,1990.0,muisc,civic & social organization,linkedin.com/company/muisc,parkville,melbourne university italian social club,victoria,201-500,
183311,australia,1979.0,rfi-technology-solutions-rf-industries-pty-ltd-,consumer electronics,linkedin.com/company/rfi-technology-solutions-rf-industries-pty-ltd-,seven hills,rfi technology solutions (rf industries pty ltd),new south wales,201-500,
183367,australia,,nafa,investment management,linkedin.com/company/nafa,,nafa,,201-500,
185895,australia,2011.0,office-of-environment-and-heritage-nsw-department-of-premier-and-cabinet,environmental services,linkedin.com/company/office-of-environment-and-heritage-nsw-department-of-premier-and-cabinet,,office of environment and heritage (nsw),,1001-5000,
186211,australia,,steamatic-global-recovery,insurance,linkedin.com/company/steamatic-global-recovery,braeside,steamatic global recovery,victoria,201-500,
188332,australia,1774.0,ames-australasia,consumer goods,linkedin.com/company/ames-australasia,doncaster,ames australasia,victoria,201-500,
189949,australia,1967.0,daewoo-int'-australia,international trade and development,linkedin.com/company/daewoo-int'-australia,,daewoo int' australia - steel trading,,10001+,
190521,australia,,harvey-world-travel,"leisure, travel & tourism",linkedin.com/company/harvey-world-travel,,harvey world travel,,1001-5000,
192386,australia,,angus-&-coote,retail,linkedin.com/company/angus-&-coote,,angus & coote,,201-500,
193142,australia,,orange-ex-services-club-functions-events,events services,linkedin.com/company/orange-ex-services-club-functions-events,orange,orange ex-services' club functions & events,new south wales,201-500,
193306,australia,2004.0,carrumdownssecondarycollege,education management,linkedin.com/company/carrumdownssecondarycollege,carrum downs,carrum downs secondary college,victoria,10001+,
194064,australia,,rx-management,pharmaceuticals,linkedin.com/company/rx-management,sydney,rx management,new south wales,201-500,
194191,australia,1989.0,vincents-chartered-accountants,accounting,linkedin.com/company/vincents-chartered-accountants,,vincents,,201-500,
194618,australia,1964.0,monash-education,higher education,linkedin.com/company/monash-education,clayton,monash education,victoria,501-1000,
195147,australia,,department-of-education-and-early-childhood-learning-victoria-australia,education management,linkedin.com/company/department-of-education-and-early-childhood-learning-victoria-australia,melbourne,"department of education and early childhood learning, victoria, australia",victoria,1001-5000,
196179,australia,,colorado-group,retail,linkedin.com/company/colorado-group,,colorado group,,1001-5000,
197903,australia,,dmg-mori-seiki-australia,mechanical or industrial engineering,linkedin.com/company/dmg-mori-seiki-australia,,dmg mori australia & new zealand,,5001-10000,
198145,australia,,wang-australia,information technology and services,linkedin.com/company/wang-australia,,wang australia,,10001+,
198290,australia,1948.0,cpl-cerebral-palsy-league,non-profit organization management,linkedin.com/company/cpl-cerebral-palsy-league,,cerebral palsy league,,501-1000,
206151,australia,,gamuda-australia,construction,linkedin.com/company/gamuda-australia,north sydney,gamuda australia,new south wales,201-500,
206735,australia,1945.0,chep-australia,logistics and supply chain,linkedin.com/company/chep-australia,,chep australia,,201-500,
206971,new zealand,,hastie-new-zealand,mechanical or industrial engineering,linkedin.com/company/hastie-new-zealand,,hastie new zealand,,201-500,
209524,australia,1972.0,austral-refrigeration,supermarkets,linkedin.com/company/austral-refrigeration,,austral refrigeration,,201-500,
214058,australia,,piacentini-&-son-pty-ltd.,construction,linkedin.com/company/piacentini-&-son-pty-ltd.,picton junction,piacentini & son pty ltd.,western australia,501-1000,
215307,australia,,fair-work-australia,judiciary,linkedin.com/company/fair-work-australia,melbourne,fair work commission,victoria,201-500,
216063,australia,1852.0,supreme-court-victoria,government administration,linkedin.com/company/supreme-court-victoria,melbourne,supreme court of victoria,victoria,201-500,
216647,australia,,remondis,environmental services,linkedin.com/company/remondis,,remondis,,201-500,
218243,australia,2014.0,national-asian-security-studies-program,international affairs,linkedin.com/company/national-asian-security-studies-program,,national asian studies center (nasc),act,1001-5000,
220809,australia,1833.0,vinniesvictoria,non-profit organization management,linkedin.com/company/vinniesvictoria,box hill,st vincent de paul society victoria,victoria,201-500,
223653,australia,,edmenhomecare,staffing and recruiting,linkedin.com/company/edmenhomecare,port kembla,edmen direct support services,new south wales,201-500,
224803,australia,,dorsch-consultants-pty-ltd,civil engineering,linkedin.com/company/dorsch-consultants-pty-ltd,,dorsch consultants pty ltd,,201-500,
227644,australia,2006.0,optimalvirtualemployee,outsourcing/offshoring,linkedin.com/company/optimalvirtualemployee,melbourne,optimal virtual employee,victoria,201-500,
228668,new zealand,,adventistnnz,religious institutions,linkedin.com/company/adventistnnz,auckland,sda church,auckland,501-1000,
233428,australia,,maribyrnong-city-council,government administration,linkedin.com/company/maribyrnong-city-council,,maribyrnong city council,,201-500,
235844,australia,2004.0,clarence-valley-council,government administration,linkedin.com/company/clarence-valley-council,,clarence valley council,,201-500,
236519,australia,1957.0,the-bank-of-tokyo-mitsubishi-ufj-ltd.-sydney-branch,banking,linkedin.com/company/the-bank-of-tokyo-mitsubishi-ufj-ltd.-sydney-branch,sydney,"the bank of tokyo-mitsubishi ufj, ltd., sydney branch",new south wales,501-1000,
236721,australia,,austrian-energy-&-environment,mechanical or industrial engineering,linkedin.com/company/austrian-energy-&-environment,,austrian energy & environment,,1001-5000,
803,australia,2006.0,yahoo7,online media,linkedin.com/company/yahoo7,sydney,yahoo7,new south wales,201-500,
1067,australia,,afig,financial services,linkedin.com/company/afig,,afig,,501-1000,
2592,australia,,transport-for-nsw,transportation/trucking/railroad,linkedin.com/company/transport-for-nsw,,transport for nsw,,10001+,
3680,australia,1976.0,black-box-australia,telecommunications,linkedin.com/company/black-box-australia,,black box network services apac,,1001-5000,
5450,australia,1991.0,nsw-environment-protection-authority-epa-,environmental services,linkedin.com/company/nsw-environment-protection-authority-epa-,parramatta,nsw environment protection authority (epa),new south wales,501-1000,
5547,new zealand,1968.0,sgs-new-zealand-limited,management consulting,linkedin.com/company/sgs-new-zealand-limited,penrose,sgs new zealand limited,auckland,201-500,
5870,australia,1888.0,harcourts-new-south-wales,real estate,linkedin.com/company/harcourts-new-south-wales,,harcourts nsw/act,,5001-10000,
6575,australia,1988.0,central-bayside-community-health-services,"health, wellness and fitness",linkedin.com/company/central-bayside-community-health-services,parkdale,central bayside community health services,victoria,201-500,
7120,australia,,qld-rural-fire-service-qfrs-rural-division-,public safety,linkedin.com/company/qld-rural-fire-service-qfrs-rural-division-,,rural fire service queensland (rfsq),,10001+,
8757,australia,,newman-college,higher education,linkedin.com/company/newman-college,,newman college,,201-500,
10419,australia,2019.0,mcconnell-dowell-and-decmil-joint-venture,construction,linkedin.com/company/mcconnell-dowell-and-decmil-joint-venture,braeside,mcconnell dowell decmil  joint venture,victoria,201-500,
11249,new zealand,2004.0,capacity-infrastructure-services-ltd,utilities,linkedin.com/company/capacity-infrastructure-services-ltd,lower hutt,wellington water,wellington,201-500,
18019,new zealand,1967.0,accorhotels-new-zealand,hospitality,linkedin.com/company/accorhotels-new-zealand,auckland,accorhotels new zealand,auckland,1001-5000,
18283,australia,,cqhealth,hospital & health care,linkedin.com/company/cqhealth,rockhampton,central queensland hospital and health service,queensland,1001-5000,
19794,australia,,aow,,linkedin.com/company/aow,melbourne,aow,victoria,1001-5000,
20636,new zealand,2004.0,sonar6,computer software,linkedin.com/company/sonar6,auckland,sonar6,auckland,201-500,
22187,australia,,aquity-solutions-australia,hospital & health care,linkedin.com/company/aquity-solutions-australia,south melbourne,aquity solutions australia,victoria,5001-10000,
22384,australia,2003.0,seymour-whyte-constructions-pty-ltd.,construction,linkedin.com/company/seymour-whyte-constructions-pty-ltd.,eight mile plains,seymour whyte constructions pty ltd.,queensland,201-500,
23831,australia,,department-of-justice-victoria-australia,government administration,linkedin.com/company/department-of-justice-victoria-australia,melbourne,"department of justice and regulation, victoria, australia",victoria,1001-5000,
25309,australia,2009.0,ssp-australia-catering-p-l,restaurants,linkedin.com/company/ssp-australia-catering-p-l,,ssp australia,,201-500,
25527,australia,2001.0,ghdanz,retail,linkedin.com/company/ghdanz,,ghd australia & new zealand,queensland,501-1000,
27169,australia,,red-consulting,management consulting,linkedin.com/company/red-consulting,,red consulting,,201-500,
28666,australia,,city-of-ryde,government administration,linkedin.com/company/city-of-ryde,,city of ryde,,201-500,
30274,australia,,400-gradi,hospitality,linkedin.com/company/400-gradi,melbourne,400 gradi,victoria,201-500,
31396,australia,,national-australia-bank---nab,financial services,linkedin.com/company/national-australia-bank---nab,glynde,national australia bank - nab,south australia,201-500,
32239,australia,,elephants-foot-waste-compactors,construction,linkedin.com/company/elephants-foot-waste-compactors,padstow,elephants foot waste compactors,new south wales,201-500,
32549,new zealand,,ddb-new-zealand,marketing and advertising,linkedin.com/company/ddb-new-zealand,auckland,ddb new zealand,auckland,201-500,
33365,australia,2004.0,upper-hunter-shire-council,government administration,linkedin.com/company/upper-hunter-shire-council,,upper hunter shire council,,201-500,
33780,australia,,uni-adelaide-sciences,higher education,linkedin.com/company/uni-adelaide-sciences,adelaide,university of adelaide faculty of sciences,south australia,501-1000,
36157,australia,,nccgroupapac,information technology and services,linkedin.com/company/nccgroupapac,sydney,ncc group apac,new south wales,1001-5000,
38432,australia,1871.0,weir-minerals,mining & metals,linkedin.com/company/weir-minerals,,weir minerals,,1001-5000,
43927,australia,,win-corporation-pty-ltd,broadcast media,linkedin.com/company/win-corporation-pty-ltd,coniston,win corporation pty ltd,new south wales,501-1000,
44642,australia,,clinpathpathology,medical practice,linkedin.com/company/clinpathpathology,,clinpath pathology,south australia,501-1000,
44917,australia,1995.0,accc,government administration,linkedin.com/company/accc,canberra,accc,act,501-1000,
45352,australia,,domain-principal-group,hospital & health care,linkedin.com/company/domain-principal-group,,opal aged care,,501-1000,
49901,australia,1947.0,australian-hearing,"health, wellness and fitness",linkedin.com/company/australian-hearing,,australian hearing,,501-1000,
53167,australia,,rmit-switch,computer software,linkedin.com/company/rmit-switch,melbourne,rmit switch,victoria,501-1000,
53220,australia,,baptist-care-sa-inc,non-profit organization management,linkedin.com/company/baptist-care-sa-inc,,baptist care (sa) inc,,201-500,
55207,australia,,noni-b-group,retail,linkedin.com/company/noni-b-group,,pretty girl fashion group,,201-500,
55388,australia,,golden-circle,food production,linkedin.com/company/golden-circle,,golden circle,,1001-5000,
56041,australia,,unswglobal,education management,linkedin.com/company/unswglobal,,unsw global,,201-500,
57985,australia,,dairy-farmers-limited,accounting,linkedin.com/company/dairy-farmers-limited,,dairy farmers,new south wales,201-500,
59117,australia,,catholic-education-office-townsville,education management,linkedin.com/company/catholic-education-office-townsville,,"catholic education office, townsville",,201-500,
59186,australia,1910.0,frnsw,public safety,linkedin.com/company/frnsw,,fire & rescue nsw,,10001+,
59388,australia,2019.0,mandara,"health, wellness and fitness",linkedin.com/company/mandara,sydney,mandara,new south wales,201-500,
60676,australia,,teleresources,staffing and recruiting,linkedin.com/company/teleresources,,teleresources,,501-1000,
61852,australia,,invap-s-e-,information technology and services,linkedin.com/company/invap-s-e-,sydney,invap s.e.,new south wales,201-500,
62263,australia,1951.0,belmore-nurses-bureau,hospital & health care,linkedin.com/company/belmore-nurses-bureau,,belmore nurses bureau,,201-500,
63398,australia,2000.0,brilliant-boton-australia,mining & metals,linkedin.com/company/brilliant-boton-australia,coomera,brilliant boton australia,queensland,1001-5000,
64217,australia,,australian-centre-for-the-moving-image,museums and institutions,linkedin.com/company/australian-centre-for-the-moving-image,,acmi - australian centre for the moving image,,201-500,
65521,australia,,uxc-business-services,information technology and services,linkedin.com/company/uxc-business-services,,uxc business services,,501-1000,
65533,australia,,siteforce-labour-solutions,human resources,linkedin.com/company/siteforce-labour-solutions,cairns,siteforce labour solutions,queensland,201-500,
67060,new zealand,1946.0,hawkins-group,construction,linkedin.com/company/hawkins-group,parnell,hawkins,auckland,1001-5000,
68188,australia,,griffith-scienv,higher education,linkedin.com/company/griffith-scienv,nathan,griffith science and environment,queensland,201-500,
69299,australia,,yeav,non-profit organization management,linkedin.com/company/yeav,melbourne,young engineers australia - victoria division (yeav),victoria,5001-10000,
69327,australia,,icaa,accounting,linkedin.com/company/icaa,,icaa,,201-500,
69541,australia,,royalcds,food & beverages,linkedin.com/company/royalcds,,royalcds,,201-500,
70829,australia,2015.0,tgood-australia,electrical/electronic manufacturing,linkedin.com/company/tgood-australia,loganholme,tgood australia,queensland,1001-5000,
