,country,founded,id,industry,linkedin_url,locality,name,region,size,website
100593,australia,2006.0,bevchain,logistics and supply chain,linkedin.com/company/bevchain,auburn,bevchain,new south wales,501-1000,bevchain.com
102103,australia,1992.0,skill-hire-pty,human resources,linkedin.com/company/skill-hire-pty,,skill hire pty ltd,,501-1000,skillhire.com.au
102205,new zealand,1993.0,st-pierres-sushi,food production,linkedin.com/company/st-pierres-sushi,auckland,st pierres sushi,auckland,501-1000,stpierres.co.nz
103707,australia,,i-work-for-sa,government administration,linkedin.com/company/i-work-for-sa,adelaide,i work for sa,south australia,10001+,iworkfor.sa.gov.au
104024,australia,,gold-coast-gymnastics-club,sports,linkedin.com/company/gold-coast-gymnastics-club,miami,gold coast gymnastics club,queensland,201-500,goldcoastgymnastics.com
106119,australia,2010.0,rheinmetall-man-military-vehicles,defense & space,linkedin.com/company/rheinmetall-man-military-vehicles,,rheinmetall man military vehicles,,1001-5000,rheinmetall.com.au
107147,australia,1982.0,binder-group-pty-ltd,mining & metals,linkedin.com/company/binder-group-pty-ltd,,binder group pty ltd,,201-500,bindergrp.com
107546,australia,1902.0,brisbane-boys'-college,education management,linkedin.com/company/brisbane-boys'-college,toowong,brisbane boys'​ college,queensland,201-500,bbc.qld.edu.au
108884,australia,1985.0,sunshine-coast-turf-club,recreational facilities and services,linkedin.com/company/sunshine-coast-turf-club,caloundra,sunshine coast turf club,queensland,201-500,sctc.com.au
109468,australia,1873.0,boon-edam-australia,building materials,linkedin.com/company/boon-edam-australia,,boon edam australia,,1001-5000,boonedam.com.au
110674,australia,1860.0,mcphersons-consumer-products,consumer goods,linkedin.com/company/mcphersons-consumer-products,,mcpherson's consumer products pty ltd,,201-500,mcphersons.com.au
111455,new zealand,,rotorua-lakes-council,government administration,linkedin.com/company/rotorua-lakes-council,rotorua,rotorua lakes council,bay of plenty,201-500,rotorualakescouncil.nz
111555,new zealand,1913.0,sharp-corporation-of-new-zealand,information technology and services,linkedin.com/company/sharp-corporation-of-new-zealand,penrose,sharp corporation of new zealand,auckland,201-500,sharp.net.nz
112248,australia,2008.0,central-highlands-regional-council,government administration,linkedin.com/company/central-highlands-regional-council,,central highlands regional council,,201-500,centralhighlands.qld.gov.au
114680,australia,2011.0,whsmith-australia,retail,linkedin.com/company/whsmith-australia,,whsmith australia,,501-1000,whsmith.com.au
115631,australia,1963.0,mobo-group,non-profit organization management,linkedin.com/company/mobo-group,adelaide,mobo group,south australia,201-500,mobogroup.com.au
115799,australia,1989.0,cleanawayau,environmental services,linkedin.com/company/cleanawayau,melbourne,cleanaway waste management,victoria,5001-10000,cleanaway.com.au
116190,new zealand,1896.0,nurse-maude,hospital & health care,linkedin.com/company/nurse-maude,christchurch,nurse maude,canterbury,201-500,nursemaude.org.nz
116533,australia,,viacomcbsanz,broadcast media,linkedin.com/company/viacomcbsanz,pyrmont,viacomcbs australia & new zealand,new south wales,1001-5000,viacomcbsanz.com
116813,australia,1991.0,express-industrial-supplies,business supplies and equipment,linkedin.com/company/express-industrial-supplies,padstow,express industrial supplies,new south wales,201-500,atomexpress.com.au
117473,australia,,jbhifisolutions,information technology and services,linkedin.com/company/jbhifisolutions,southbank,jb hi-fi solutions,victoria,501-1000,jbhifisolutions.com.au
118136,australia,,roe,government administration,linkedin.com/company/roe,,roe,,501-1000,apdhp-dm.gov.gr
121524,australia,1972.0,the-scots-school-albury,education management,linkedin.com/company/the-scots-school-albury,,the scots school albury,,501-1000,scotsalbury.nsw.edu.au
122424,australia,,alinta-energy,utilities,linkedin.com/company/alinta-energy,,alinta energy,,501-1000,alintaenergy.com.au
123912,australia,2007.0,ramsay-pharmacy,pharmaceuticals,linkedin.com/company/ramsay-pharmacy,spring hill,ramsay pharmacy,queensland,1001-5000,ramsaypharmacyltd.co.uk
124326,australia,,atsbuildingproducts,building materials,linkedin.com/company/atsbuildingproducts,northmead,ats building products,new south wales,201-500,atstimber.com.au
127028,australia,1999.0,linkware-australia,wholesale,linkedin.com/company/linkware-australia,,linkware australia,,201-500,linkwareint.com
127292,australia,1998.0,wickedcampers,"leisure, travel & tourism",linkedin.com/company/wickedcampers,,wicked campers,,201-500,wickedcampers.com
128406,australia,1928.0,de-bortoli-wines,wine and spirits,linkedin.com/company/de-bortoli-wines,,de bortoli wines,,201-500,debortoli.com.au
128686,australia,1913.0,a-p-eagers-fleet,automotive,linkedin.com/company/a-p-eagers-fleet,windsor,a.p. eagers fleet,queensland,1001-5000,apeagersfleet.com.au
128705,australia,1946.0,friendly-society-private-hospital,hospital & health care,linkedin.com/company/friendly-society-private-hospital,bundaberg,friendly society private hospital,queensland,201-500,thefriendlies.org.au
129425,australia,1998.0,matchworks,staffing and recruiting,linkedin.com/company/matchworks,,matchworks,,501-1000,matchworks.com.au
129699,australia,,polytechnic-west,professional training & coaching,linkedin.com/company/polytechnic-west,,polytechnic west,,501-1000,polytechnic.wa.edu.au
130970,australia,2013.0,theburritobar,restaurants,linkedin.com/company/theburritobar,carseldine,burrito bar,queensland,501-1000,burritobar.com.au
132508,australia,1948.0,the-montague-group,food & beverages,linkedin.com/company/the-montague-group,,montague,victoria,201-500,montague.com.au
138344,australia,1946.0,sony-professional-solutions-au-nz,information technology and services,linkedin.com/company/sony-professional-solutions-au-nz,north sydney,sony professional solutions anz,new south wales,10001+,sony.com.au
139642,australia,1840.0,australian-unity,"health, wellness and fitness",linkedin.com/company/australian-unity,melbourne,australian unity,victoria,5001-10000,australianunity.com.au
140915,australia,1969.0,moreton-hire,events services,linkedin.com/company/moreton-hire,,moreton hire,,201-500,moreton.net.au
142694,australia,1879.0,heinemann-australia-pty-ltd,retail,linkedin.com/company/heinemann-australia-pty-ltd,mascot,heinemann australia pty ltd,new south wales,501-1000,heinemanndutyfree.com.au
142870,australia,,inns-of-court,law practice,linkedin.com/company/inns-of-court,,inns of court,queensland,201-500,innsofcourtsc.com.au
143081,australia,2007.0,syrah-resources-ltd,mining & metals,linkedin.com/company/syrah-resources-ltd,melbourne,syrah resources ltd,victoria,201-500,syrahresources.com.au
144520,australia,,ausaid,international affairs,linkedin.com/company/ausaid,,ausaid,,501-1000,ausaid.gov.au
145245,australia,1934.0,thiess,mining & metals,linkedin.com/company/thiess,,thiess,,10001+,thiess.com
147358,australia,,gcg-health,hospital & health care,linkedin.com/company/gcg-health,melbourne,senes care,victoria,201-500,senescare.com
147436,new zealand,2001.0,pivot-software-ltd,human resources,linkedin.com/company/pivot-software-ltd,christchurch,pivot software,canterbury,201-500,pivotsoftware.com
148754,australia,,dfitsa,government administration,linkedin.com/company/dfitsa,adelaide,"department of planning, transport and infrastructure (dpti)",south australia,1001-5000,dit.sa.gov.au
150427,australia,2020.0,ampion-australia,information technology and services,linkedin.com/company/ampion-australia,melbourne,ampion,victoria,501-1000,ampion.com.au
151270,australia,1967.0,barbagallo-group,automotive,linkedin.com/company/barbagallo-group,perth,barbagallo group,western australia,201-500,barbagallo.com.au
151318,australia,,pro-pac-packaging-aust-pty-ltd,packaging and containers,linkedin.com/company/pro-pac-packaging-aust-pty-ltd,reservoir,pro-pac packaging (aust) pty ltd,victoria,501-1000,ppgaust.com.au
151615,australia,1987.0,force-equipment,mining & metals,linkedin.com/company/force-equipment,forrestfield,force equipment,western australia,201-500,forceequipment.com.au
151704,new zealand,1995.0,columbus-coffee,food & beverages,linkedin.com/company/columbus-coffee,auckland,columbus coffee,auckland,201-500,columbuscoffee.co.nz
151878,australia,1997.0,parkview-group-australia-pty-ltd,construction,linkedin.com/company/parkview-group-australia-pty-ltd,pyrmont,parkview group (australia) pty ltd,new south wales,201-500,parkviewgroup.com.au
152882,australia,2012.0,bailey-nelson,apparel & fashion,linkedin.com/company/bailey-nelson,surry hills,bailey nelson,new south wales,501-1000,baileynelson.com.au
156707,australia,,futurebeef,farming,linkedin.com/company/futurebeef,brisbane,futurebeef,queensland,201-500,futurebeef.com.au
156888,australia,1998.0,ganellen,construction,linkedin.com/company/ganellen,,ganellen,,201-500,ganellen.com
157505,new zealand,,vbase-ltd,events services,linkedin.com/company/vbase-ltd,christchurch,vbase,canterbury,501-1000,vbase.co.nz
159584,australia,2010.0,the-edge-state-library-of-queensland,museums and institutions,linkedin.com/company/the-edge-state-library-of-queensland,,"the edge, state library of queensland",,201-500,edgeqld.org.au
159851,new zealand,2001.0,canstaff,human resources,linkedin.com/company/canstaff,christchurch,canstaff,canterbury,501-1000,canstaff.co.nz
160275,australia,,macquarie-life-church,religious institutions,linkedin.com/company/macquarie-life-church,cardiff,macquarie life church,new south wales,501-1000,macquarielifechurch.com.au
161240,australia,1984.0,wise-group-solutions,security and investigations,linkedin.com/company/wise-group-solutions,,wise group solutions,,201-500,wisegroupsolutions.com.au
161863,australia,1989.0,cope-sensitive-freight,package/freight delivery,linkedin.com/company/cope-sensitive-freight,smithfield,cope sensitive freight,new south wales,501-1000,cope.com.au
163759,australia,1997.0,tsa-group-australia,outsourcing/offshoring,linkedin.com/company/tsa-group-australia,perth,tsa group - australia,western australia,1001-5000,tsagroup.com.au
164550,australia,1975.0,phe-pty-ltd,electrical/electronic manufacturing,linkedin.com/company/phe-pty-ltd,,phe pty ltd,,201-500,phe.net.au
164553,australia,2015.0,lakendaevents,hospitality,linkedin.com/company/lakendaevents,pymble,lakenda events,new south wales,201-500,lakendaevents.com
164859,australia,1993.0,jonathan-paul-eyewear,wholesale,linkedin.com/company/jonathan-paul-eyewear,,jonathan paul eyewear,,201-500,fitovers.com
166725,australia,2014.0,iconic-property-service-pty-ltd,facilities services,linkedin.com/company/iconic-property-service-pty-ltd,mount lawley,iconic property service pty ltd,western australia,501-1000,iconicps.com.au
167163,new zealand,,auckland-libraries,retail,linkedin.com/company/auckland-libraries,papakura,auckland libraries,auckland,201-500,aucklandlibraries.govt.nz
168100,australia,,brisbane-city-council,government administration,linkedin.com/company/brisbane-city-council,,brisbane city council,,5001-10000,brisbane.qld.gov.au
168141,australia,2007.0,pendal-group,financial services,linkedin.com/company/pendal-group,sydney,pendal group,new south wales,201-500,pendalgroup.com
169394,new zealand,1875.0,chapman-tripp,law practice,linkedin.com/company/chapman-tripp,auckland,chapman tripp,auckland,201-500,chapmantripp.com
169907,australia,2017.0,cockburn-arc,recreational facilities and services,linkedin.com/company/cockburn-arc,,cockburn arc,,201-500,cockburnarc.com.au
171275,new zealand,1984.0,craigs-investment-partners,financial services,linkedin.com/company/craigs-investment-partners,tauranga,craigs investment partners,gisborne,201-500,craigsip.com
172072,new zealand,,fletcher-group_2,construction,linkedin.com/company/fletcher-group_2,,fletcher group,,10001+,tasmaninsulation.com
172287,australia,1924.0,o'brien-glass-industries,"glass, ceramics & concrete",linkedin.com/company/o'brien-glass-industries,,o'brien glass industries,,1001-5000,obrienglass.com.au
175663,australia,1994.0,agilegroupapac,facilities services,linkedin.com/company/agilegroupapac,hilton,agile group (apac) pty ltd,south australia,1001-5000,agilegroup.com.au
175949,australia,1990.0,construction-sciences,construction,linkedin.com/company/construction-sciences,,construction sciences,,1001-5000,constructionsciences.net
177735,australia,2004.0,the-pas-group-pty-ltd,apparel & fashion,linkedin.com/company/the-pas-group-pty-ltd,,the pas group limited,victoria,1001-5000,thepasgroup.com.au
179926,australia,,nutrien-ag-solutions-australia,farming,linkedin.com/company/nutrien-ag-solutions-australia,melbourne,nutrien ag solutions - australia,victoria,1001-5000,nutrienagsolutions.com.au
180896,australia,1986.0,adam-internet,internet,linkedin.com/company/adam-internet,,adam internet,,1001-5000,adam.com.au
182000,australia,1983.0,jwh-group,construction,linkedin.com/company/jwh-group,,jwh group,,501-1000,jwh.com.au
182247,new zealand,1978.0,winstone-pulp-international-ltd,paper & forest products,linkedin.com/company/winstone-pulp-international-ltd,auckland,winstone pulp international ltd,auckland,201-500,wpi-international.co.nz
182850,new zealand,1997.0,summerset-group-holdings-limited,hospital & health care,linkedin.com/company/summerset-group-holdings-limited,wellington,summerset group holdings limited,wellington,1001-5000,summerset.co.nz
183641,australia,2011.0,kimberley-diamond-company,mining & metals,linkedin.com/company/kimberley-diamond-company,,kimberley diamond company,,201-500,kdl.com.au
184597,australia,1970.0,peter-stoitse-transport-proprietary-limited,transportation/trucking/railroad,linkedin.com/company/peter-stoitse-transport-proprietary-limited,welshpool,peter stoitse transport proprietary limited,victoria,201-500,stoitse.com.au
185946,australia,2014.0,barloworld-motor-australia,automotive,linkedin.com/company/barloworld-motor-australia,moorabbin,barloworld motor australia,victoria,501-1000,ngpmelbourne.com.au
185978,australia,,allambic,individual & family services,linkedin.com/company/allambic,,allambi care,,501-1000,allambi.org
186067,australia,1978.0,computershare,financial services,linkedin.com/company/computershare,,computershare,,10001+,computershare.com
186951,australia,1959.0,terry-white-chemmart,retail,linkedin.com/company/terry-white-chemmart,,terrywhite chemmart,,1001-5000,terrywhitechemmart.com.au
188342,australia,,aluminium-facade-systems,building materials,linkedin.com/company/aluminium-facade-systems,eastern creek,aluminium facade systems,new south wales,201-500,aluminiumfacadesystems.com.au
190449,australia,2014.0,world-relocations-group---international-removalist,packaging and containers,linkedin.com/company/world-relocations-group---international-removalist,tullamarine,world relocations group -  international removalist,victoria,501-1000,worldrelocationsgroup.com
192610,australia,1940.0,force-technology,mechanical or industrial engineering,linkedin.com/company/force-technology,denmark,force technology,western australia,1001-5000,forcetechnology.com
192685,australia,2000.0,wellcom_2,marketing and advertising,linkedin.com/company/wellcom_2,,wellcom worldwide,,201-500,wellcomworldwide.com
193151,australia,,elite-talks-inc,non-profit organization management,linkedin.com/company/elite-talks-inc,melbourne,elite talks inc.,victoria,501-1000,elitetalks.org
193262,australia,1964.0,network-ten,broadcast media,linkedin.com/company/network-ten,,network ten,,1001-5000,tenplay.com.au
193266,australia,1917.0,the-cathedral-school-of-st-anne-st-james,education management,linkedin.com/company/the-cathedral-school-of-st-anne-st-james,mundingburra,the cathedral school of st anne & st james,queensland,201-500,cathedral.qld.edu.au
193987,australia,2012.0,onehalfoffshorebusinesssolutions,outsourcing/offshoring,linkedin.com/company/onehalfoffshorebusinesssolutions,st kilda,onehalf offshore business solutions,victoria,201-500,onehalf.com.au
194087,australia,1966.0,tmbl,banking,linkedin.com/company/tmbl,,teachers mutual bank limited,act,501-1000,tmbl.com.au
194975,new zealand,,auckland-district-health-board,hospital & health care,linkedin.com/company/auckland-district-health-board,auckland,auckland dhb,auckland,10001+,adhb.govt.nz
197075,new zealand,2001.0,waikato-district-health-board,hospital & health care,linkedin.com/company/waikato-district-health-board,hamilton,waikato district health board,waikato,5001-10000,waikatodhb.health.nz
197715,australia,1946.0,windsor-smith-footwear,retail,linkedin.com/company/windsor-smith-footwear,,windsor smith footwear,,201-500,windsorsmith.com.au
198230,australia,,natrad-official,automotive,linkedin.com/company/natrad-official,dandenong,natrad,victoria,201-500,natrad.com.au
198818,new zealand,,rvmc,,linkedin.com/company/rvmc,,rvmc,,201-500,rvmc.co.nz
199233,australia,1976.0,mach-1-australia-incorporated,non-profit organization management,linkedin.com/company/mach-1-australia-incorporated,,mach 1 australia incorporated,,201-500,mach1aust.com.au
199726,australia,1998.0,sushi-sushi,food & beverages,linkedin.com/company/sushi-sushi,,sushi sushi,,501-1000,sushisushi.com.au
199827,australia,2015.0,department-of-environment-land-water-&-planning,government administration,linkedin.com/company/department-of-environment-land-water-&-planning,melbourne,"department of environment, land, water and planning",victoria,1001-5000,delwp.vic.gov.au
200101,australia,1911.0,catholic-church-insurances,insurance,linkedin.com/company/catholic-church-insurances,,catholic church insurance (cci),,201-500,ccinsurance.org.au
200391,australia,1984.0,laurel-group-pty-ltd,facilities services,linkedin.com/company/laurel-group-pty-ltd,melbourne,laurel group pty ltd,victoria,201-500,laurelgroup.com.au
203451,australia,2011.0,burningseed,events services,linkedin.com/company/burningseed,,burning seed,,501-1000,burningseed.com
203626,new zealand,,hall's-group,transportation/trucking/railroad,linkedin.com/company/hall's-group,,hall's group,,201-500,halls.co.nz
203637,australia,,national-pump-and-energy,mining & metals,linkedin.com/company/national-pump-and-energy,beresfield,national pump & energy,new south wales,201-500,nationalpump.com.au
204081,australia,1995.0,hurricane's-management,hospitality,linkedin.com/company/hurricane's-management,,hurricane's management,,201-500,hurricanesgrill.com.au
204183,australia,,australian-pavilion-international-venue-group,international trade and development,linkedin.com/company/australian-pavilion-international-venue-group,,"australian pavilion, international venue group",,201-500,australianpavilion.com
205410,australia,2006.0,cs-logistic-solutions-pty-ltd,logistics and supply chain,linkedin.com/company/cs-logistic-solutions-pty-ltd,truganina,cs logistic solutions pty ltd,victoria,201-500,csls.com.au
206021,australia,2016.0,australianchineseclub,non-profit organization management,linkedin.com/company/australianchineseclub,sunnybank,australian chinese club,queensland,501-1000,chineseclub.com.au
208658,australia,1995.0,doltone-house,events services,linkedin.com/company/doltone-house,,doltone house,,201-500,doltonehouses.com.au
210620,australia,1995.0,veterinary-nurses-council-of-australia,veterinary,linkedin.com/company/veterinary-nurses-council-of-australia,,veterinary nurses council of australia,,1001-5000,vnca.asn.au
211056,australia,2007.0,99bikes,retail,linkedin.com/company/99bikes,bowen hills,99 bikes,queensland,501-1000,99bikes.com.au
211287,australia,2006.0,news-digital-media,online media,linkedin.com/company/news-digital-media,,news digital media,,501-1000,newsdigitalmedia.com.au
212350,australia,1918.0,st-kevin's-college-toorak,education management,linkedin.com/company/st-kevin's-college-toorak,toorak,st kevin's college toorak,victoria,201-500,stkevins.vic.edu.au
212456,australia,1996.0,vic's-meat,food & beverages,linkedin.com/company/vic's-meat,,vic's meat,,201-500,vicsmeat.com.sg
213161,australia,1926.0,csiro,research,linkedin.com/company/csiro,,csiro,act,5001-10000,csiro.au
213636,new zealand,2010.0,student-volunteer-army,philanthropy,linkedin.com/company/student-volunteer-army,christchurch,student volunteer army,canterbury,1001-5000,sva.org.nz
214350,australia,1989.0,tefma,higher education,linkedin.com/company/tefma,,tefma,,1001-5000,tefma.com
215635,australia,,new-life-baptist-church,religious institutions,linkedin.com/company/new-life-baptist-church,,new life baptist church,new south wales,201-500,newlifedeewhy.com
216271,australia,1999.0,gpo-sydney,events services,linkedin.com/company/gpo-sydney,,gpo grand (sydney),,201-500,gposydney.com
217559,new zealand,1918.0,beca,civil engineering,linkedin.com/company/beca,,beca,,5001-10000,beca.com
218683,new zealand,1940.0,air-new-zealand,airlines/aviation,linkedin.com/company/air-new-zealand,auckland,air new zealand,auckland,10001+,airnewzealand.com
347,australia,1887.0,transport-workers'​-union-sa-nt-branch-,civic & social organization,linkedin.com/company/transport-workers'​-union-sa-nt-branch-,,transport workers'​ union (sa/nt branch),,5001-10000,twusant.com.au
1963,australia,,hwl-ebsworth,law practice,linkedin.com/company/hwl-ebsworth,sydney,hwl ebsworth lawyers,new south wales,1001-5000,hwlebsworth.com.au
4795,new zealand,1992.0,te-puni-kokiri,government administration,linkedin.com/company/te-puni-kokiri,,te puni kōkiri,wellington,201-500,tpk.govt.nz
5665,australia,2009.0,cityfm-australia,facilities services,linkedin.com/company/cityfm-australia,mulgrave,city holdings (aus) pty ltd,victoria,501-1000,cityfm.com.au
7795,australia,1999.0,innovative-security-and-data-isd,security and investigations,linkedin.com/company/innovative-security-and-data-isd,bayswater,innovative security and data - isd,victoria,201-500,innovativesecurityanddata.com.au
8181,australia,1957.0,independence-australia,hospital & health care,linkedin.com/company/independence-australia,footscray,independence australia,victoria,1001-5000,independenceaustralia.com
9431,australia,2014.0,labouroo,human resources,linkedin.com/company/labouroo,sydney,labouroo workforce,new south wales,1001-5000,labouroo.com.au
10925,australia,,bank-sa,banking,linkedin.com/company/bank-sa,adelaide,banksa,south australia,1001-5000,banksa.com.au
11741,australia,2011.0,freshwater-bay-primary-school,education management,linkedin.com/company/freshwater-bay-primary-school,,freshwater bay primary school,,501-1000,freshwaterbayps.wa.edu.au
13298,australia,,tasmania-police,law enforcement,linkedin.com/company/tasmania-police,hobart,tasmania police,tasmania,201-500,police.tas.gov.au
13754,australia,1853.0,balfoursbakery,food & beverages,linkedin.com/company/balfoursbakery,adelaide,balfours bakery,south australia,201-500,balfours.com.au
15533,australia,2008.0,integratedliving-australia-limited,civic & social organization,linkedin.com/company/integratedliving-australia-limited,,integratedliving australia limited,,501-1000,integratedliving.org.au
17605,australia,1975.0,administrative-appeals-tribunal,government administration,linkedin.com/company/administrative-appeals-tribunal,sydney,administrative appeals tribunal,new south wales,501-1000,aat.gov.au
20390,new zealand,2007.0,vitaco-health-limited,"health, wellness and fitness",linkedin.com/company/vitaco-health-limited,east tamaki,vitaco health group,auckland,201-500,vitaco.co.nz
20507,australia,2013.0,ladbrokes-australia,gambling & casinos,linkedin.com/company/ladbrokes-australia,brisbane,ladbrokes australia,queensland,201-500,ladbrokes.com.au
20674,australia,1908.0,scouts-victoria,non-profit organization management,linkedin.com/company/scouts-victoria,,scouts victoria,victoria,10001+,vicscouts.com.au
21730,australia,2003.0,rajkov,non-profit organization management,linkedin.com/company/rajkov,melbourne,rajkov,victoria,201-500,rajkov.org
22783,australia,1972.0,adco-constructions,construction,linkedin.com/company/adco-constructions,,adco constructions,,501-1000,adcoconstruct.com.au
26168,australia,1996.0,hfh-auto-group,automotive,linkedin.com/company/hfh-auto-group,melbourne,hfh auto group,victoria,201-500,hfhautogroup.com.au
26750,australia,1999.0,dgm-affiliate-and-search-marketing,internet,linkedin.com/company/dgm-affiliate-and-search-marketing,sydney,deal group media,new south wales,201-500,dgm-au.com
29763,new zealand,1986.0,schick-civil-construction,construction,linkedin.com/company/schick-civil-construction,hamilton,schick civil construction,waikato,201-500,schick.co.nz
31009,australia,1953.0,helping-hand-aged-care,hospital & health care,linkedin.com/company/helping-hand-aged-care,,helping hand aged care,,1001-5000,helpinghand.org.au
32120,australia,,mt-sullivans,wholesale,linkedin.com/company/mt-sullivans,,mt sullivans,,201-500,sullivans.net
32428,australia,2009.0,institute-of-urban-indigenous-health,"health, wellness and fitness",linkedin.com/company/institute-of-urban-indigenous-health,brisbane,institute for urban indigenous health,queensland,201-500,iuih.org.au
34776,australia,1937.0,health-partners,insurance,linkedin.com/company/health-partners,,health partners,,201-500,healthpartners.com.au
34816,australia,,sheraton-on-the-park,hospitality,linkedin.com/company/sheraton-on-the-park,sydney,sheraton on the park,new south wales,201-500,sheratonontheparksydney.com
35104,australia,2007.0,kpgtaxation,accounting,linkedin.com/company/kpgtaxation,dandenong,kpg taxation,victoria,201-500,kpgtaxation.com.au
36406,australia,1980.0,spa-lady,"health, wellness and fitness",linkedin.com/company/spa-lady,,spa lady,,201-500,spalady.ca
39690,australia,1927.0,e-e--muir-&-sons-pty-ltd,farming,linkedin.com/company/e-e--muir-&-sons-pty-ltd,,e.e. muir & sons pty ltd,victoria,201-500,eem.com.au
40110,australia,,mundo-minera-o,mining & metals,linkedin.com/company/mundo-minera-o,,mundo mineração,,201-500,mundominerals.com
41009,australia,1967.0,buick-car-club,automotive,linkedin.com/company/buick-car-club,nunawading,buick car club,victoria,201-500,buickcarclub.org.au
41243,australia,,sihayo-gold,mining & metals,linkedin.com/company/sihayo-gold,perth,sihayo gold,western australia,201-500,sihayogold.com
42714,australia,1977.0,cec-group-limited,civil engineering,linkedin.com/company/cec-group-limited,,cec group limited,,501-1000,cecgroup.com.au
42760,australia,1987.0,carrick-institute-of-education,education management,linkedin.com/company/carrick-institute-of-education,,carrick institute of education,,201-500,carrickeducation.edu.au
42791,australia,1918.0,queensland-justices-association,non-profit organization management,linkedin.com/company/queensland-justices-association,,queensland justices association,,5001-10000,qja.com.au
42846,australia,,shriro,consumer goods,linkedin.com/company/shriro,,shriro australia pty ltd,,201-500,shriro.com.au
45333,australia,1998.0,amcom-telecommunications,telecommunications,linkedin.com/company/amcom-telecommunications,,amcom,,501-1000,amcom.com.au
45778,australia,,exittimesharenow,non-profit organization management,linkedin.com/company/exittimesharenow,melbourne,exit timeshare now,victoria,201-500,exittimesharenow.com.au
45979,australia,,vicseg,education management,linkedin.com/company/vicseg,coburg,vicseg new futures,victoria,201-500,vicsegnewfutures.org.au
46087,australia,1989.0,fernwood-women's-health-clubs,"health, wellness and fitness",linkedin.com/company/fernwood-women's-health-clubs,melbourne,fernwood fitness,victoria,1001-5000,fernwoodfitness.com.au
46204,australia,1969.0,irt_3,hospital & health care,linkedin.com/company/irt_3,,irt group,,1001-5000,irt.org.au
47260,australia,2014.0,enable-professional-services,information technology and services,linkedin.com/company/enable-professional-services,melbourne,enable professional services,victoria,201-500,enableps.com.au
49274,australia,2005.0,australian-communications-and-media-authority,government administration,linkedin.com/company/australian-communications-and-media-authority,,australian communications and media authority (acma),act,201-500,acma.gov.au
49574,australia,,mark-moran-group,"health, wellness and fitness",linkedin.com/company/mark-moran-group,,mark moran group,,201-500,markmoran.com.au
49840,australia,1954.0,city-of-kwinana,government administration,linkedin.com/company/city-of-kwinana,,city of kwinana,,201-500,kwinana.wa.gov.au
51117,new zealand,1995.0,warehousestationery,retail,linkedin.com/company/warehousestationery,auckland,warehouse stationery ltd,auckland,501-1000,warehousestationerycareers.co.nz
51948,australia,1975.0,pioneer-clubhouse,hospital & health care,linkedin.com/company/pioneer-clubhouse,,pioneer clubhouse,,201-500,pioneerclubhouse.org.au
52995,new zealand,2002.0,hobbiton-movie-set,"leisure, travel & tourism",linkedin.com/company/hobbiton-movie-set,,hobbiton™ movie set,waikato,201-500,hobbitontours.com
53602,australia,,alfred-hospital,hospital & health care,linkedin.com/company/alfred-hospital,,alfred health,,5001-10000,alfredhealth.org.au
53896,australia,2005.0,jmdr,construction,linkedin.com/company/jmdr,sydney,jmdr - jmd railtech group,new south wales,201-500,jmdr.com
56583,australia,1833.0,tafe-nsw,education management,linkedin.com/company/tafe-nsw,,tafe nsw,,5001-10000,tafensw.edu.au
56830,australia,,cghs,,linkedin.com/company/cghs,,cghs,,501-1000,cghs.com.au
56919,australia,1996.0,australian-jazz-museum,music,linkedin.com/company/australian-jazz-museum,wantirna,australian jazz museum,victoria,501-1000,ajm.org.au
59023,australia,,kobalt-enc-pty-ltd,mining & metals,linkedin.com/company/kobalt-enc-pty-ltd,,kobalt enc pty ltd,,201-500,kobaltenc.com
60597,australia,1920.0,clipsal,electrical/electronic manufacturing,linkedin.com/company/clipsal,macquarie park,clipsal,new south wales,10001+,clipsal.com
61323,australia,1960.0,swisse-wellness,"health, wellness and fitness",linkedin.com/company/swisse-wellness,collingwood,swisse wellness,victoria,201-500,swisse.com
61534,australia,1895.0,william-buck,accounting,linkedin.com/company/william-buck,,william buck,,501-1000,williambuck.com
61768,australia,1987.0,reckon,computer software,linkedin.com/company/reckon,north sydney,reckon,new south wales,501-1000,reckon.com
64070,australia,1924.0,shadforth-financial-group-ltd,financial services,linkedin.com/company/shadforth-financial-group-ltd,,shadforth financial group ltd,,201-500,sfg.com.au
65141,australia,1985.0,victorian-institute-of-forensic-medicine,medical practice,linkedin.com/company/victorian-institute-of-forensic-medicine,southbank,victorian institute of forensic medicine,victoria,201-500,vifm.org
67144,australia,1969.0,pacific-industrial-company,construction,linkedin.com/company/pacific-industrial-company,perth,pacific industrial company,western australia,201-500,pacind.com.au
68332,new zealand,2017.0,global-connection-project-gcp,education management,linkedin.com/company/global-connection-project-gcp,wellington,global connection project (gcp),wellington,201-500,globalconnectionproject.org
70002,australia,,lion-retail-management-group,retail,linkedin.com/company/lion-retail-management-group,,lion retail management group,,201-500,lrmg.com.au
70811,australia,,aker-solutions---ykk---d-island-project,oil & energy,linkedin.com/company/aker-solutions---ykk---d-island-project,,aker solutions - ykk - d island project,,201-500,ykk.kz
72805,australia,1985.0,intercontinental-sydney,hospitality,linkedin.com/company/intercontinental-sydney,,intercontinental sydney,,201-500,interconsydney.com.au
72859,australia,1991.0,trility-pty-ltd,utilities,linkedin.com/company/trility-pty-ltd,,trility,,201-500,trility.com.au
