,country,founded,id,industry,linkedin_url,locality,name,region,size,website
67373,united states,,u-s--department-of-state,international affairs,linkedin.com/company/u-s--department-of-state,washington,u.s. department of state,district of columbia,10001+,
69012,united states,,gcesolutions24,pharmaceuticals,linkedin.com/company/gcesolutions24,durham,gce solutions inc.,north carolina,10001+,
70037,united states,,uunet,internet,linkedin.com/company/uunet,,uunet,,10001+,
70091,united states,,uc-school-of-information-technology,higher education,linkedin.com/company/uc-school-of-information-technology,cincinnati,school of information technology at the university of cincinnati,ohio,10001+,
70431,united states,,federal-records-center,government administration,linkedin.com/company/federal-records-center,college park,federal records center,maryland,10001+,
71653,united states,1936.0,rock-tenn-company,packaging and containers,linkedin.com/company/rock-tenn-company,norcross,rock-tenn company,georgia,10001+,
71679,united states,1992.0,tradesmen-international-marine-division,staffing and recruiting,linkedin.com/company/tradesmen-international-marine-division,macedonia,"tradesmen international, marine division",ohio,10001+,
72002,united states,,global-apparel-company,apparel & fashion,linkedin.com/company/global-apparel-company,los angeles,global apparel company,california,10001+,
72068,united states,1981.0,titan-corporation,defense & space,linkedin.com/company/titan-corporation,reston,titan corporation,virginia,10001+,
72353,united states,,flexngate-europe,automotive,linkedin.com/company/flexngate-europe,,flexngate europe,,10001+,
73068,united states,2014.0,health-care-engineering-systems-center,research,linkedin.com/company/health-care-engineering-systems-center,urbana,health care engineering systems center,illinois,10001+,
74503,united states,,panda-cares-scholars,non-profit organization management,linkedin.com/company/panda-cares-scholars,washington,panda cares scholars program,district of columbia,10001+,
77298,united states,,transport-industries,transportation/trucking/railroad,linkedin.com/company/transport-industries,,transport industries,,10001+,
77734,united states,2009.0,on-the-mark-properties,real estate,linkedin.com/company/on-the-mark-properties,palm coast,on the mark properties,florida,10001+,
84659,united states,2012.0,women-fashion,consumer services,linkedin.com/company/women-fashion,,women fashion,california,10001+,
84673,united states,1775.0,usmcmanpower,military,linkedin.com/company/usmcmanpower,quantico,"manpower and reserve affairs, hqmc",virginia,10001+,
89252,united states,1982.0,norfolk-southern-railroad,transportation/trucking/railroad,linkedin.com/company/norfolk-southern-railroad,,norfolk southern railroad,,10001+,
89862,united states,,prometric-testing-center,hospitality,linkedin.com/company/prometric-testing-center,greenville,prometric testing center,north carolina,10001+,
90796,united states,1953.0,jbsusa,food production,linkedin.com/company/jbsusa,greeley,jbs usa,colorado,10001+,
90808,united states,1973.0,schwab-advisor-services,financial services,linkedin.com/company/schwab-advisor-services,san francisco,schwab institutional,california,10001+,
90974,united states,1980.0,madani-channel,computer networking,linkedin.com/company/madani-channel,sunnyvale,madani channel,california,10001+,
91558,united states,1974.0,bp-america-inc.,oil & energy,linkedin.com/company/bp-america-inc.,warrenville,"bp america, inc.",illinois,10001+,
91772,united states,,randolph-&-hein,entertainment,linkedin.com/company/randolph-&-hein,,randolph & hein,,10001+,
91786,united states,1965.0,spark-investment,investment management,linkedin.com/company/spark-investment,santa clara,spark investment,new york,10001+,
92925,united states,1966.0,352nd-civil-affairs-command,military,linkedin.com/company/352nd-civil-affairs-command,fort meade,352nd civil affairs command,maryland,10001+,
93701,united states,1981.0,voestalpine-nortral-inc,railroad manufacture,linkedin.com/company/voestalpine-nortral-inc,cheyenne,voestalpine nortrak inc,wyoming,10001+,
94084,united states,1985.0,mercy-health-physician-recruitment,hospital & health care,linkedin.com/company/mercy-health-physician-recruitment,cincinnati,mercy health - physician recruitment,ohio,10001+,
94288,united states,,adtcommercial,security and investigations,linkedin.com/company/adtcommercial,boca raton,adt commercial,florida,10001+,
94669,united states,1852.0,foundation-mortgage,financial services,linkedin.com/company/foundation-mortgage,,to be updated later,,10001+,
95064,united states,1941.0,usafauxiliary,military,linkedin.com/company/usafauxiliary,montgomery,united states air force auxiliary,alabama,10001+,
96127,united states,,salesforce-einstein-analytics,computer software,linkedin.com/company/salesforce-einstein-analytics,san francisco,salesforce analytics,california,10001+,
97353,united states,1996.0,tp-link-north-america-inc.,computer software,linkedin.com/company/tp-link-north-america-inc.,brea,"tp-link north america, inc.",california,10001+,
97755,united states,1993.0,xls-travel-service,consumer services,linkedin.com/company/xls-travel-service,nord,acn sandro sciotti,california,10001+,
99598,united states,1986.0,umd-college-of-behavioral-and-social-sciences,higher education,linkedin.com/company/umd-college-of-behavioral-and-social-sciences,college park,umd college of behavioral and social sciences,maryland,10001+,
100426,united states,2003.0,grifols-shared-services-north-america-inc.,research,linkedin.com/company/grifols-shared-services-north-america-inc.,los angeles,"grifols shared services north america, inc.",california,10001+,
100766,united states,1985.0,kaifa-technology-usa,electrical/electronic manufacturing,linkedin.com/company/kaifa-technology-usa,san jose,kaifa technology usa,california,10001+,
101094,united states,,xylem-industrial-solutions,mechanical or industrial engineering,linkedin.com/company/xylem-industrial-solutions,rye brook,xylem industrial solutions,new york,10001+,
102371,united states,,tci-cable,telecommunications,linkedin.com/company/tci-cable,,tci cable,,10001+,
102659,united states,,deutsche-bank-securities,investment banking,linkedin.com/company/deutsche-bank-securities,,deutsche bank securities,,10001+,
105181,united states,,caltrans,civil engineering,linkedin.com/company/caltrans,sacramento,caltrans,california,10001+,
105276,united states,,astra-pharmaceuticals,pharmaceuticals,linkedin.com/company/astra-pharmaceuticals,,astra pharmaceuticals,,10001+,
106057,united states,,goodrich-isr-systems,defense & space,linkedin.com/company/goodrich-isr-systems,chelmsford,goodrich isr systems,massachusetts,10001+,
106346,united states,,job-in-usa,information technology and services,linkedin.com/company/job-in-usa,dallas,job in usa,texas,10001+,
107788,united states,,axa-financial,financial services,linkedin.com/company/axa-financial,,axa financial,,10001+,
110797,united states,1946.0,knowles-intelligent-audio,semiconductors,linkedin.com/company/knowles-intelligent-audio,mountain view,knowles intelligent audio,california,10001+,
112876,united states,2006.0,arcelormittal-usa,mining & metals,linkedin.com/company/arcelormittal-usa,chicago,arcelormittal usa,illinois,10001+,
113317,united states,,usc-election-cybersecurity-initiative,education management,linkedin.com/company/usc-election-cybersecurity-initiative,washington,usc election cybersecurity initiative,district of columbia,10001+,
114980,united states,1886.0,sears-stores,retail,linkedin.com/company/sears-stores,hoffman estates,"sears, roebuck and co.",illinois,10001+,
116636,united states,1968.0,rite-aid,retail,linkedin.com/company/rite-aid,harrisburg,rite aid,pennsylvania,10001+,
118189,united states,,independence-abstract-&-title-agency,real estate,linkedin.com/company/independence-abstract-&-title-agency,,independence abstract & title agency,,10001+,
118360,united states,,sony-entertainment-distribution,entertainment,linkedin.com/company/sony-entertainment-distribution,,sony entertainment distribution,,10001+,
121243,united states,,hld-global,computer networking,linkedin.com/company/hld-global,,hld global,new york,10001+,
122092,united states,,westpoint-stevens,textiles,linkedin.com/company/westpoint-stevens,,westpoint stevens,,10001+,
122144,united states,2007.0,talkfusion-annareda-videomarketing,information technology and services,linkedin.com/company/talkfusion-annareda-videomarketing,,talkfusion-annareda-videomarketing,florida,10001+,
123142,united states,1978.0,nys-office-for-people-with-developmental-disabilities,government administration,linkedin.com/company/nys-office-for-people-with-developmental-disabilities,albany,nys office for people with developmental disabilities,new york,10001+,
126887,united states,,carlson-hospitality-worldwide,hospitality,linkedin.com/company/carlson-hospitality-worldwide,,carlson hospitality worldwide,,10001+,
127900,united states,,staff-sergeant-shanbhag,military,linkedin.com/company/staff-sergeant-shanbhag,brooklyn,united states army,new york,10001+,
128997,united states,1920.0,huhtamaki-foodservice-north-america,packaging and containers,linkedin.com/company/huhtamaki-foodservice-north-america,de soto,huhtamaki foodservice north america,kansas,10001+,
129072,united states,,dentons-bingham-greenebaum,law practice,linkedin.com/company/dentons-bingham-greenebaum,indianapolis,dentons bingham greenebaum,indiana,10001+,
132549,united states,1845.0,new-york-life-insurance-company,financial services,linkedin.com/company/new-york-life-insurance-company,new york,new york life insurance company,new york,10001+,
137251,united states,1835.0,see-website-link-below.,financial services,linkedin.com/company/see-website-link-below.,,see website link below.,new york,10001+,
138499,united states,1937.0,joint-transportation-research-program,research,linkedin.com/company/joint-transportation-research-program,west lafayette,joint transportation research program,indiana,10001+,
138524,united states,1961.0,hunt-jb-transprt-svcs-inc,railroad manufacture,linkedin.com/company/hunt-jb-transprt-svcs-inc,lowell,hunt (jb) transprt svcs inc,arkansas,10001+,
140725,united states,,university-of-pennsylvania-college-of-liberal-and-professional-lps-,higher education,linkedin.com/company/university-of-pennsylvania-college-of-liberal-and-professional-lps-,philadelphia,university of pennsylvania college of liberal and professional studies (lps),pennsylvania,10001+,
142336,united states,1947.0,united-states-air-force-security-forces,military,linkedin.com/company/united-states-air-force-security-forces,,united states air force security forces,texas,10001+,
142391,united states,,digitalva,government administration,linkedin.com/company/digitalva,washington,va office of information and technology,district of columbia,10001+,
142777,united states,1928.0,motorola-solutions-brasil,telecommunications,linkedin.com/company/motorola-solutions-brasil,plantation,motorola solutions brasil,florida,10001+,
143282,united states,,robert-half-executive-search,management consulting,linkedin.com/company/robert-half-executive-search,washington,robert half executive search,district of columbia,10001+,
143725,united states,2009.0,lifechoices,"health, wellness and fitness",linkedin.com/company/lifechoices,,lifechoices,,10001+,
146720,united states,,national-city-bank,banking,linkedin.com/company/national-city-bank,,national city bank,,10001+,
146907,united states,,usarec-hq,military,linkedin.com/company/usarec-hq,fort knox,u.s. army recruiting command (usarec),kentucky,10001+,
147773,united states,2019.0,n-a-currently-unemployed,research,linkedin.com/company/n-a-currently-unemployed,dallas,n/a - currently unemployed,texas,10001+,
148219,united states,1903.0,insulatorsunion,construction,linkedin.com/company/insulatorsunion,lanham,insulators union,maryland,10001+,
148238,united states,1996.0,prospect-medical,hospital & health care,linkedin.com/company/prospect-medical,norwalk,"prospect medical holdings, inc.",california,10001+,
151553,united states,1999.0,dst-research-analytics-consulting,financial services,linkedin.com/company/dst-research-analytics-consulting,new york,"dst research, analytics, and consulting",new york,10001+,
152841,united states,1975.0,bayada-assistive-care-toms-river,"health, wellness and fitness",linkedin.com/company/bayada-assistive-care-toms-river,toms river,bayada assistive care- toms river,new jersey,10001+,
153632,united states,,foxnext,entertainment,linkedin.com/company/foxnext,century city,foxnext,california,10001+,
156471,united states,1996.0,fotileamerica,consumer goods,linkedin.com/company/fotileamerica,sugar land,fotile america llc,texas,10001+,
162149,united states,1892.0,university-of-illinois-graduate-college,higher education,linkedin.com/company/university-of-illinois-graduate-college,champaign,university of illinois graduate college,illinois,10001+,
162164,united states,,trusco-capital-management,investment management,linkedin.com/company/trusco-capital-management,,trusco capital management,,10001+,
163182,united states,1997.0,youngevity-essential-health-sciences-90-for-life,"health, wellness and fitness",linkedin.com/company/youngevity-essential-health-sciences-90-for-life,chula vista,youngevity / essential health sciences / 90 for life,california,10001+,
163401,united states,,consolidated-freightways,transportation/trucking/railroad,linkedin.com/company/consolidated-freightways,,consolidated freightways,,10001+,
163521,united states,,cemcolift-elevator-systems,business supplies and equipment,linkedin.com/company/cemcolift-elevator-systems,hatfield,cemcolift elevator systems,pennsylvania,10001+,
164557,united states,,weldonschool,higher education,linkedin.com/company/weldonschool,west lafayette,purdue university weldon school of biomedical engineering,indiana,10001+,
165703,united states,,turner-sports,broadcast media,linkedin.com/company/turner-sports,,turner sports,,10001+,
167463,united states,1847.0,republic-its,construction,linkedin.com/company/republic-its,novato,republic its,california,10001+,
167878,united states,,reliablehhs,hospital & health care,linkedin.com/company/reliablehhs,jersey city,matrix medical network,new jersey,10001+,
168885,united states,1962.0,madison-street-wealth-advisors-of-raymond-james,financial services,linkedin.com/company/madison-street-wealth-advisors-of-raymond-james,huntsville,madison street wealth advisors of raymond james®,alabama,10001+,
169047,united states,1920.0,snap-on-inc,financial services,linkedin.com/company/snap-on-inc,kenosha,snap-on incorporated,wisconsin,10001+,
172152,united states,1992.0,life-time-fitness,"health, wellness and fitness",linkedin.com/company/life-time-fitness,chanhassen,life time - the healthy way of life company,minnesota,10001+,
172334,united states,,berkshire-calloway-holding-group,"health, wellness and fitness",linkedin.com/company/berkshire-calloway-holding-group,los angeles,berkshire calloway holding group,california,10001+,
174388,united states,,southwest,airlines/aviation,linkedin.com/company/southwest,,southwest,,10001+,
174665,united states,,blue-ball-inn-worrall,information technology and services,linkedin.com/company/blue-ball-inn-worrall,new york,infor software,new york,10001+,
176886,united states,,stryker-navigation,medical devices,linkedin.com/company/stryker-navigation,kalamazoo,stryker advanced guidance technologies,michigan,10001+,
177054,united states,,cschealthsystem,hospital & health care,linkedin.com/company/cschealthsystem,san jose,santa clara health & hospital system,california,10001+,
177764,united states,1955.0,yusen-logistics-americas-inc-,logistics and supply chain,linkedin.com/company/yusen-logistics-americas-inc-,secaucus,"yusen logistics (americas), inc.",new jersey,10001+,
178255,united states,,enso,non-profit organization management,linkedin.com/company/enso,,enso,,10001+,
179153,united states,,microsoft-for-startups-north-america,information technology and services,linkedin.com/company/microsoft-for-startups-north-america,redmond,microsoft for startups north america,washington,10001+,
179290,united states,,defense-department,defense & space,linkedin.com/company/defense-department,,defense department,,10001+,
180599,united states,1938.0,ingallsshipbuilding,shipbuilding,linkedin.com/company/ingallsshipbuilding,pascagoula,"ingalls shipbuilding, a division of huntington ingalls industries",mississippi,10001+,
180782,united states,1988.0,bloomin'​-brands-inc,restaurants,linkedin.com/company/bloomin'​-brands-inc,tampa,"bloomin' brands, inc.",florida,10001+,
181810,united states,1891.0,uainfotech,higher education,linkedin.com/company/uainfotech,tucson,university of arizona information technology services,arizona,10001+,
182276,united states,2016.0,undisclosed_7,financial services,linkedin.com/company/undisclosed_7,,undisclosed,,10001+,
182573,united states,1987.0,freelance-software-development-0,computer software,linkedin.com/company/freelance-software-development-0,san francisco,freelance software development,california,10001+,
183991,united states,1983.0,kellerwilliamswesternrealty,real estate,linkedin.com/company/kellerwilliamswesternrealty,bellingham,keller williams western realty,washington,10001+,
184653,united states,,cn_3,professional training & coaching,linkedin.com/company/cn_3,,cn,,10001+,
185818,united states,,citycenter,hospitality,linkedin.com/company/citycenter,,citycenter,,10001+,
188876,united states,1864.0,state-of-nevada-department-of-personnel,government administration,linkedin.com/company/state-of-nevada-department-of-personnel,carson city,state of nevada department of personnel,nevada,10001+,
191740,united states,,gmac-real-estate-ipg,real estate,linkedin.com/company/gmac-real-estate-ipg,,gmac real estate ipg,,10001+,
192677,united states,,fiaf,military,linkedin.com/company/fiaf,,fiaf,,10001+,
192697,united states,1948.0,rockford-business-interiors,staffing and recruiting,linkedin.com/company/rockford-business-interiors,,manpower group inc.,,10001+,
193108,united states,1895.0,nyc-department-of-correction,law enforcement,linkedin.com/company/nyc-department-of-correction,east elmhurst,nyc department of correction,new york,10001+,
193611,united states,1865.0,sherwin-williams-general-industrial-coatings,chemicals,linkedin.com/company/sherwin-williams-general-industrial-coatings,cleveland,sherwin-williams product finishes division,ohio,10001+,
193749,united states,,wyndhamgarden,hospitality,linkedin.com/company/wyndhamgarden,,wyndham garden,new jersey,10001+,
194188,united states,,omnicommediagroup_usa,marketing and advertising,linkedin.com/company/omnicommediagroup_usa,new york,omnicommediagroup usa,new york,10001+,
194393,united states,1804.0,pnc-bank-national-association,banking,linkedin.com/company/pnc-bank-national-association,pittsburgh,"pnc bank, national association",pennsylvania,10001+,
196609,united states,,7thspecialforcesgroupairborne-usarmy,military,linkedin.com/company/7thspecialforcesgroupairborne-usarmy,eglin afb,7th special forces group (airborne),florida,10001+,
197032,united states,1979.0,omarpriamerica,financial services,linkedin.com/company/omarpriamerica,new york,omar priamerica financial services,new york,10001+,
197184,united states,1995.0,goldengate-software,computer software,linkedin.com/company/goldengate-software,redwood shores,goldengate software,california,10001+,
197206,united states,,wells-fargo-private-bank,financial services,linkedin.com/company/wells-fargo-private-bank,san francisco,wells fargo private bank,california,10001+,
197568,united states,,n.a.ds,graphic design,linkedin.com/company/n.a.ds,,n.a.ds,,10001+,
199813,united states,,graduate-student-government-northeastern-university,education management,linkedin.com/company/graduate-student-government-northeastern-university,boston,"graduate student government, northeastern university",massachusetts,10001+,
200893,united states,1958.0,perkinsrb,restaurants,linkedin.com/company/perkinsrb,sandy springs,perkins restaurant & bakery llc,georgia,10001+,
201360,united states,2000.0,dell-software---boomi,information technology and services,linkedin.com/company/dell-software---boomi,berwyn,dell software - boomi,pennsylvania,10001+,
202291,united states,,ultrachip,semiconductors,linkedin.com/company/ultrachip,,ultrachip,,10001+,
203854,united states,,rocket-companies1,financial services,linkedin.com/company/rocket-companies1,detroit,rocket companies,michigan,10001+,
204327,united states,2004.0,scribeamerica-talent-acquisiton,hospital & health care,linkedin.com/company/scribeamerica-talent-acquisiton,fort lauderdale,scribeamerica talent acquisiton,florida,10001+,
206200,united states,,thryv-business-advisors,information technology and services,linkedin.com/company/thryv-business-advisors,dallas,thryv-business-advisors,texas,10001+,
206223,united states,,avon-automotive,automotive,linkedin.com/company/avon-automotive,,avon automotive,,10001+,
206736,united states,1935.0,avery-dennison-reflective-solutions,transportation/trucking/railroad,linkedin.com/company/avery-dennison-reflective-solutions,niles,avery dennison reflective solutions,illinois,10001+,
206921,united states,,dmjm-harris,civil engineering,linkedin.com/company/dmjm-harris,,dmjm harris,,10001+,
208131,united states,,mckesson-medication-management,hospital & health care,linkedin.com/company/mckesson-medication-management,san francisco,mckesson medication management,california,10001+,
209169,united states,,thomson-healthcare,information technology and services,linkedin.com/company/thomson-healthcare,,thomson healthcare,,10001+,
209509,united states,2018.0,dod-chief-management-officer,government administration,linkedin.com/company/dod-chief-management-officer,washington,dod chief management officer,district of columbia,10001+,
210875,united states,1926.0,nco-customer-management-inc,outsourcing/offshoring,linkedin.com/company/nco-customer-management-inc,horsham,"nco customer management, inc.",pennsylvania,10001+,
213429,united states,2017.0,columbia-university-center-for-veteran-transition-and-integration,military,linkedin.com/company/columbia-university-center-for-veteran-transition-and-integration,new york,columbia university center for veteran transition and integration,new york,10001+,
214593,united states,1960.0,randstad-office-administration-bellevue-wa,staffing and recruiting,linkedin.com/company/randstad-office-administration-bellevue-wa,bellevue,randstad office & administration,washington,10001+,
216636,united states,1978.0,iss-facility-services,facilities services,linkedin.com/company/iss-facility-services,san antonio,iss facility services,texas,10001+,
216948,united states,1902.0,seton-healthcare-network,hospital & health care,linkedin.com/company/seton-healthcare-network,,seton healthcare network,,10001+,
218767,united states,1915.0,technicolor-precision-biodevices,biotechnology,linkedin.com/company/technicolor-precision-biodevices,camarillo,technicolor precision biodevices,california,10001+,
219507,united states,1982.0,adobe-captivate-prime,e-learning,linkedin.com/company/adobe-captivate-prime,san jose,adobe captivate prime lms,california,10001+,
221793,united states,1921.0,komatsu-silicon-america,semiconductors,linkedin.com/company/komatsu-silicon-america,rolling meadows,komatsu silicon america,illinois,10001+,
221820,united states,,dart-container-of-michigan-llc,plastics,linkedin.com/company/dart-container-of-michigan-llc,mason,dart container of michigan llc,michigan,10001+,
222091,united states,,psychiatric-solutions-inc.,hospital & health care,linkedin.com/company/psychiatric-solutions-inc.,,"psychiatric solutions, inc.",,10001+,
223263,united states,,tte,consumer electronics,linkedin.com/company/tte,,tte,,10001+,
223284,united states,1882.0,catholic-health-initiatives-colorado,medical practice,linkedin.com/company/catholic-health-initiatives-colorado,durango,catholic health initiatives colorado,colorado,10001+,
226441,united states,,u-s-air-force-mwr-sponsorship-advertising-program,military,linkedin.com/company/u-s-air-force-mwr-sponsorship-advertising-program,san antonio,u.s. air force mwr sponsorship & advertising program,texas,10001+,
226498,united states,,aig-capital-partners,venture capital & private equity,linkedin.com/company/aig-capital-partners,,aig capital partners,,10001+,
227729,united states,1904.0,geodis-americas,logistics and supply chain,linkedin.com/company/geodis-americas,brentwood,geodis americas,tennessee,10001+,
227794,united states,,ge-nuclear-energy,oil & energy,linkedin.com/company/ge-nuclear-energy,,ge nuclear energy,,10001+,
227915,united states,2012.0,uams-officeofinterprofessionaleducation,education management,linkedin.com/company/uams-officeofinterprofessionaleducation,little rock,uams - office of interprofessional education,arkansas,10001+,
228203,united states,,unitedtradebank,banking,linkedin.com/company/unitedtradebank,new york,united trade bank,new york,10001+,
229418,united states,,matsushita,electrical/electronic manufacturing,linkedin.com/company/matsushita,,matsushita,,10001+,
229707,united states,,galena-park-isd,primary/secondary education,linkedin.com/company/galena-park-isd,,galena park isd,,10001+,
230133,united states,,walmartglobaltech,computer software,linkedin.com/company/walmartglobaltech,sunnyvale,walmart labs,california,10001+,
230465,united states,,penn-state-milton-s.-hershey-medical-center,medical practice,linkedin.com/company/penn-state-milton-s.-hershey-medical-center,hershey,penn state milton s. hershey medical center,pennsylvania,10001+,
230611,united states,1883.0,kroger-digital,retail,linkedin.com/company/kroger-digital,cincinnati,kroger digital,ohio,10001+,
230703,united states,2008.0,boehringer-ingelheim-usa-corporation,pharmaceuticals,linkedin.com/company/boehringer-ingelheim-usa-corporation,ridgefield,boehringer ingelheim usa corporation,connecticut,10001+,
230977,united states,,bombardier-capital,financial services,linkedin.com/company/bombardier-capital,,bombardier capital,,10001+,
231584,united states,,hubbell-incorporated,electrical/electronic manufacturing,linkedin.com/company/hubbell-incorporated,st. louis,hubbell incorporated,missouri,10001+,
232488,united states,1985.0,firstservice-residential-maryland-delaware,real estate,linkedin.com/company/firstservice-residential-maryland-delaware,towson,firstservice residential maryland/ delaware,maryland,10001+,
234263,united states,,sps-fastener-division-a-pcc-company,aviation & aerospace,linkedin.com/company/sps-fastener-division-a-pcc-company,,"sps fastener division, a pcc company",,10001+,
234810,united states,,walt-disney-imagineering,entertainment,linkedin.com/company/walt-disney-imagineering,glendale,walt disney imagineering,california,10001+,
235366,united states,1850.0,securitas-usa-south-region,security and investigations,linkedin.com/company/securitas-usa-south-region,,securitas usa south region,,10001+,
235811,united states,,san-bernardino-county-human-services,government administration,linkedin.com/company/san-bernardino-county-human-services,san bernardino,san bernardino county human services,california,10001+,
236262,united states,,delta-airlines-reservation,airlines/aviation,linkedin.com/company/delta-airlines-reservation,,delta airlines reservation,texas,10001+,
734,united states,,kgo-tv,broadcast media,linkedin.com/company/kgo-tv,,kgo-tv,,10001+,
3084,united states,2000.0,nnsa,government administration,linkedin.com/company/nnsa,,nnsa,,10001+,
3574,united states,1853.0,washington-university,internet,linkedin.com/company/washington-university,seattle,washington university,washington,10001+,
3724,united states,1936.0,john-morrell-food-group,food production,linkedin.com/company/john-morrell-food-group,smithfield,john morrell & co.,virginia,10001+,
4825,united states,,enron-broadband-services,telecommunications,linkedin.com/company/enron-broadband-services,,enron broadband services,,10001+,
5464,united states,1948.0,unpeacekeeping,international affairs,linkedin.com/company/unpeacekeeping,,united nations peacekeeping,new york,10001+,
10017,united states,1939.0,brown-brown-premier-division,insurance,linkedin.com/company/brown-brown-premier-division,fort lauderdale,brown & brown premier division,florida,10001+,
10382,united states,1971.0,nhc-healthcare-corporation,hospital & health care,linkedin.com/company/nhc-healthcare-corporation,murfreesboro,national healthcare corporation (nhc),tennessee,10001+,
14589,united states,1850.0,la-county-office-of-the-chief-information-officer,government administration,linkedin.com/company/la-county-office-of-the-chief-information-officer,los angeles,la county office of the cio,california,10001+,
15052,united states,2013.0,ucbusanalytics,education management,linkedin.com/company/ucbusanalytics,cincinnati,uc center for business analytics,ohio,10001+,
16133,united states,,uc-davis-medical-center,hospital & health care,linkedin.com/company/uc-davis-medical-center,sacramento,uc davis medical center,california,10001+,
16443,united states,,homeq,banking,linkedin.com/company/homeq,,homeq,,10001+,
18089,united states,,ameristar-casino-east-chicago-llc,gambling & casinos,linkedin.com/company/ameristar-casino-east-chicago-llc,east chicago,ameristar casino hotel east chicago,indiana,10001+,
18231,united states,,arthur-young,accounting,linkedin.com/company/arthur-young,,arthur young,,10001+,
19158,united states,1991.0,neusoft-america,computer software,linkedin.com/company/neusoft-america,morrisville,neusoft america,north carolina,10001+,
19356,united states,1986.0,the-prepared-office,furniture,linkedin.com/company/the-prepared-office,virginia beach,staples business interiors,virginia,10001+,
20683,united states,1969.0,plant-quarantine-branch,government relations,linkedin.com/company/plant-quarantine-branch,,plant quarantine branch,hawaii,10001+,
20936,united states,1950.0,cdi_global_staffing_services,staffing and recruiting,linkedin.com/company/cdi_global_staffing_services,,cdi,,10001+,
20982,united states,2010.0,bcdi,medical practice,linkedin.com/company/bcdi,peoria,the bleeding and clotting disorders institute,illinois,10001+,
21738,united states,2010.0,cisco-cloudcenter,information technology and services,linkedin.com/company/cisco-cloudcenter,san jose,cliqr technologies,california,10001+,
22630,united states,,salomon-smith-barney-holdings-inc,investment banking,linkedin.com/company/salomon-smith-barney-holdings-inc,new york,salomon smith barney holdings inc. (nyse: sb),new york,10001+,
23375,united states,,sirclean,consumer services,linkedin.com/company/sirclean,miami,sir clean,florida,10001+,
23880,united states,,texas-air-national-guard,military,linkedin.com/company/texas-air-national-guard,,texas air national guard,,10001+,
25037,united states,,gestamp-north-america,automotive,linkedin.com/company/gestamp-north-america,troy,gestamp north america,michigan,10001+,
25943,united states,2014.0,adobe-stock,design,linkedin.com/company/adobe-stock,san jose,adobe stock,california,10001+,
27396,united states,,servicemaster-global-holding,investment management,linkedin.com/company/servicemaster-global-holding,memphis,servicemaster global holding,tennessee,10001+,
28779,united states,,lifegas,hospital & health care,linkedin.com/company/lifegas,,lifegas,,10001+,
30053,united states,1905.0,fidelity-atlantic-investments,investment management,linkedin.com/company/fidelity-atlantic-investments,east los angeles,atlantic investments a registered investment advisor,california,10001+,
30937,united states,,uwslavic,higher education,linkedin.com/company/uwslavic,seattle,university of washington - slavic languages & literatures,washington,10001+,
31096,united states,1978.0,foreveremfm,marketing and advertising,linkedin.com/company/foreveremfm,,kotb group,california,10001+,
31252,united states,,itw-industrial-finishing,mechanical or industrial engineering,linkedin.com/company/itw-industrial-finishing,,itw industrial finishing,,10001+,
31907,united states,,dresser-industries,oil & energy,linkedin.com/company/dresser-industries,,dresser industries,,10001+,
31910,united states,1836.0,city-of-houston-mayor-s-office,government administration,linkedin.com/company/city-of-houston-mayor-s-office,houston,city of houston mayor's office,texas,10001+,
33962,united states,2007.0,clixsense-italia,internet,linkedin.com/company/clixsense-italia,wilmington,clixsense italia,north carolina,10001+,
34784,united states,1916.0,united-states-marine-forces-reserve,military,linkedin.com/company/united-states-marine-forces-reserve,new orleans,united states marine forces reserve,louisiana,10001+,
36123,united states,,nc-osherc,research,linkedin.com/company/nc-osherc,chapel hill,nc osherc,north carolina,10001+,
37504,united states,2013.0,shaltiel-&-blumenreich-law-pllc,law practice,linkedin.com/company/shaltiel-&-blumenreich-law-pllc,,shaltiel & blumenreich law,new jersey,10001+,
38758,united states,1988.0,sapbusinessobjects,computer software,linkedin.com/company/sapbusinessobjects,newtown square,business objects,pennsylvania,10001+,
40038,united states,1922.0,ti-fluid-systems,automotive,linkedin.com/company/ti-fluid-systems,auburn hills,ti fluid systems,michigan,10001+,
45993,united states,,ydn,computer software,linkedin.com/company/ydn,sunnyvale,yahoo developer network,california,10001+,
46747,united states,,cfc,financial services,linkedin.com/company/cfc,,cfc,,10001+,
47194,united states,1989.0,asa-alt,military,linkedin.com/company/asa-alt,washington,asaalt,district of columbia,10001+,
48628,united states,,hecht's,retail,linkedin.com/company/hecht's,,hecht's,,10001+,
48787,united states,1960.0,university-of-california-san-diego-academic-jobs,higher education,linkedin.com/company/university-of-california-san-diego-academic-jobs,san diego,uc san diego academic jobs,california,10001+,
49606,united states,1891.0,wvucpass,higher education,linkedin.com/company/wvucpass,morgantown,wvu college of physical activity and sport sciences,west virginia,10001+,
49962,united states,2017.0,opmg,marketing and advertising,linkedin.com/company/opmg,new york,omnicom precision marketing group,new york,10001+,
50957,united states,2017.0,lda-csula,"health, wellness and fitness",linkedin.com/company/lda-csula,los angeles,leadership development association (lda),california,10001+,
52714,united states,,american-capital-corporation-of-wyoming,oil & energy,linkedin.com/company/american-capital-corporation-of-wyoming,jackson,big horn energy partners,wyoming,10001+,
53685,united states,2005.0,etsyapp,internet,linkedin.com/company/etsyapp,brooklyn,etsy.com,new york,10001+,
