name,industry,region,size,founded,linkedin_url,indeed_url,indeed_reviews,seek_url,seek_reviews,total_reviews,correct,scores,valid_urls
country road group,retail,victoria,5001-10000,,linkedin.com/company/country-road,https://au.indeed.com/cmp/Country-Road/reviews,31,https://www.seek.com.au/companies/country-road-group-432583/reviews,35,66,Unknown,"[[0.7, 0, 0, 0, 0, 0], [0.7, 0, 0.71, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Country-Road/reviews'], 'seek': ['https://www.seek.com.au/companies/country-road-786353/reviews', 'https://www.seek.com.au/companies/country-road-group-432583/reviews']}"
inspirations paint,retail,new south wales,501-1000,1979.0,linkedin.com/company/inspirations-paint,https://au.indeed.com/cmp/Inspirations-Paint/reviews,4,https://www.seek.com.au/companies/inspirations-paint-814948/reviews,8,12,Unknown,"[[0.88, 0, 0, 0.3, 0, 0], [0, 0.79, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Inspirations-Paint/reviews', 'https://au.indeed.com/cmp/Dulux-Paints/reviews'], 'seek': ['https://www.seek.com.au/companies/inspirations-paint-814948/reviews']}"
westall secondary college,e-learning,,501-1000,,linkedin.com/company/westall-secondary-college,https://au.indeed.com/cmp/Chaffey-Secondary-College/reviews,3,https://www.seek.com.au/companies/pakenham-secondary-college-801481/reviews,3,6,Unknown,"[[0, 0, 0.6, 0, 0, 0], [0.69, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Chaffey-Secondary-College/reviews'], 'seek': ['https://www.seek.com.au/companies/pakenham-secondary-college-801481/reviews']}"
charles sturt university,higher education,new south wales,1001-5000,1989.0,linkedin.com/company/charles-sturt-university,https://au.indeed.com/cmp/Charles-Sturt-University/reviews,47,https://www.seek.com.au/companies/charles-sturt-university-432722/reviews,56,103,Unknown,"[[0.84, 0, 0, 0, 0, 0], [0.85, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Charles-Sturt-University/reviews'], 'seek': ['https://www.seek.com.au/companies/charles-sturt-university-432722/reviews']}"
macarthur community college,education management,,501-1000,,linkedin.com/company/macarthur-community-college,https://au.indeed.com/cmp/Cannington-Community-College/reviews,2,,0,2,Unknown,"[[0, 0, 0.59, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Cannington-Community-College/reviews'], 'seek': []}"
myob,computer software,victoria,1001-5000,1991.0,linkedin.com/company/myob,https://au.indeed.com/cmp/Myob/reviews,14,https://www.seek.com.au/companies/myob-432833/reviews,89,103,Unknown,"[[0, 0.76, 0, 0, 0, 0], [0.65, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Myob/reviews'], 'seek': ['https://www.seek.com.au/companies/myob-432833/reviews']}"
stanwell corporation limited,utilities,queensland,501-1000,1997.0,linkedin.com/company/stanwell-corporation-limited,https://au.indeed.com/cmp/Stanwell-Corporation/reviews,6,https://www.seek.com.au/companies/stanwell-corporation-433981/reviews,21,27,Unknown,"[[0.78, 0, 0, 0.39, 0, 0], [0, 0.72, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Stanwell-Corporation/reviews', 'https://au.indeed.com/cmp/Stanwell/reviews'], 'seek': ['https://www.seek.com.au/companies/stanwell-corporation-433981/reviews']}"
mildura rural city council,government administration,victoria,501-1000,,linkedin.com/company/mildura-rural-city-council,https://au.indeed.com/cmp/Mildura-Rural-City-Council/reviews,5,https://www.seek.com.au/companies/mildura-rural-city-council-804957/reviews,3,8,Unknown,"[[0.8, 0, 0, 0, 0, 0], [0, 0.78, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Mildura-Rural-City-Council/reviews'], 'seek': ['https://www.seek.com.au/companies/mildura-rural-city-council-804957/reviews']}"
tandem corp,management consulting,victoria,501-1000,2010.0,linkedin.com/company/isgm---isg-management-pty-ltd-,https://au.indeed.com/cmp/Tandem-Corp/reviews,4,,0,4,Unknown,"[[0.8, 0, 0.59, 0, 0, 0.41], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Tandem-Corp/reviews', 'https://au.indeed.com/cmp/Tandem/reviews', 'https://au.indeed.com/cmp/Tandem-Corporation/reviews'], 'seek': []}"
mlg oz. pty ltd,mining & metals,western australia,501-1000,,linkedin.com/company/mlgoz,https://www.indeed.com/cmp/Mlg/reviews,1,,0,1,Unknown,"[[0.42, 0, 0.36, 0.25, 0.18, 0.19], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Mlg/reviews', 'https://au.indeed.com/cmp/Mining-Company/reviews', 'https://au.indeed.com/cmp/Jetcrete-Oz-Pty/reviews', 'https://au.indeed.com/cmp/Oz-Group/reviews', 'https://au.indeed.com/cmp/Employ-Me/reviews'], 'seek': []}"
st. andrew's toowoomba hospital,hospital & health care,queensland,501-1000,1966.0,linkedin.com/company/st-andrew's-toowoomba-hospital,https://au.indeed.com/cmp/St-Andrews-Hospital/reviews,7,https://www.seek.com.au/companies/st-andrews-hospital-toowoomba-804919/reviews,4,11,Unknown,"[[0, 0, 0.57, 0.49, 0, 0], [0.65, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/St-Andrews-Hospital/reviews', 'https://au.indeed.com/cmp/St-Andrews-Private-Hospital/reviews'], 'seek': ['https://www.seek.com.au/companies/st-andrews-hospital-toowoomba-804919/reviews']}"
black diamond agency,marketing and advertising,,501-1000,2010.0,linkedin.com/company/blackdiamondagency,https://www.indeed.com/cmp/Black-Diamond-Networks/reviews,0,,0,0,Unknown,"[[0, 0, 0, 0, 0.44, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Black-Diamond-Networks/reviews'], 'seek': []}"
hall & prior,hospital & health care,western australia,1001-5000,1992.0,linkedin.com/company/hall-&-prior,https://au.indeed.com/cmp/Hall-&-Prior/reviews,12,https://www.seek.com.au/companies/hall-and-prior-aged-care-861544/reviews,6,18,Unknown,"[[0.75, 0, 0, 0.22, 0, 0], [0.56, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Hall-&-Prior/reviews', 'https://au.indeed.com/cmp/Bolton-Clarke/reviews'], 'seek': ['https://www.seek.com.au/companies/hall-and-prior-aged-care-861544/reviews']}"
piacentini & son,mining & metals,western australia,501-1000,1944.0,linkedin.com/company/piacentini-son,https://au.indeed.com/cmp/Piacentini-&-Son/reviews,17,https://www.seek.com.au/companies/piacentini-n-son-435030/reviews,23,40,Unknown,"[[0.81, 0, 0, 0, 0, 0], [0.75, 0, 0.3, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Piacentini-&-Son/reviews'], 'seek': ['https://www.seek.com.au/companies/piacentini-n-son-435030/reviews', 'https://www.seek.com.au/companies/company-435030/reviews']}"
aligned leisure,recreational facilities and services,,501-1000,2015.0,linkedin.com/company/aligned-leisure,https://au.indeed.com/cmp/Align.me/reviews,2,https://www.seek.com.au/companies/belgravia-leisure-433230/reviews,63,65,Unknown,"[[0.58, 0, 0, 0, 0, 0], [0, 0, 0, 0.41, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Align.me/reviews'], 'seek': ['https://www.seek.com.au/companies/belgravia-leisure-433230/reviews']}"
benetas,hospital & health care,,1001-5000,1948.0,linkedin.com/company/benetas,https://au.indeed.com/cmp/Benetas/reviews,14,https://www.seek.com.au/companies/benetas-434400/reviews,53,67,Unknown,"[[0.89, 0, 0, 0.29, 0, 0], [0.75, 0, 0.35, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Benetas/reviews', 'https://au.indeed.com/cmp/Blue-Care/reviews'], 'seek': ['https://www.seek.com.au/companies/benetas-434400/reviews', 'https://www.seek.com.au/companies/blue-care-432544/reviews']}"
house retail,retail,victoria,1001-5000,,linkedin.com/company/house-australia,,0,https://www.seek.com.au/companies/house-433898/reviews,31,31,Unknown,"[[0, 0, 0, 0, 0, 0], [0.56, 0, 0, 0, 0.34, 0.23]]","{'indeed': [], 'seek': ['https://www.seek.com.au/companies/house-433898/reviews', 'https://www.seek.com.au/companies/myhouse-813911/reviews', 'https://www.seek.com.au/companies/loot-homewares-434370/reviews']}"
special broadcasting service (sbs) australia,broadcast media,,1001-5000,1975.0,linkedin.com/company/special-broadcasting-service-sbs-australia,,0,,0,0,Unknown,"[[0.31, 0, 0, 0.23, 0, 0], [0.33, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Sbs/reviews', 'https://au.indeed.com/cmp/Sbs-Corporation/reviews'], 'seek': ['https://www.seek.com.au/companies/sbs-433714/reviews']}"
skg radiology,hospital & health care,,10001+,,linkedin.com/company/skg-radiology,https://au.indeed.com/cmp/Skg-Radiology/reviews,2,https://www.seek.com.au/companies/skg-radiology-436083/reviews,16,18,Unknown,"[[0.83, 0, 0, 0, 0, 0], [0.8, 0, 0, 0, 0, 0.36]]","{'indeed': ['https://au.indeed.com/cmp/Skg-Radiology/reviews'], 'seek': ['https://www.seek.com.au/companies/skg-radiology-436083/reviews', 'https://www.seek.com.au/companies/quantum-radiology-834348/reviews']}"
gofun places - work from home,"leisure, travel & tourism",queensland,10001+,2012.0,linkedin.com/company/gofun-places---work-from-home,,0,,0,0,Unknown,"[[0.4, 0.39, 0, 0.27, 0.24, 0], [0.33, 0.4, 0.25, 0.26, 0.35, 0.16]]","{'indeed': ['https://au.indeed.com/cmp/Boost-Juice/reviews', 'https://au.indeed.com/cmp/Bank-of-Queensland/reviews', 'https://au.indeed.com/cmp/Smart-Services-Queensland/reviews', 'https://au.indeed.com/cmp/Australian-Country-Choice/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/queensland-museum-437239/reviews', 'https://www.seek.com.au/companies/santrev-957948/reviews', 'https://www.seek.com.au/companies/interactive-436783/reviews', 'https://www.seek.com.au/companies/safe-places-for-children-434764/reviews', 'https://www.seek.com.au/companies/concentrix-434129/reviews']}"
st andrews,education management,,501-1000,,linkedin.com/company/st-andrews,https://au.indeed.com/cmp/St-Andrews-Hospital/reviews,7,https://www.seek.com.au/companies/st-andrews-war-memorial-hospital-804940/reviews,12,19,Unknown,"[[0.61, 0.48, 0, 0, 0, 0.38], [0.53, 0, 0.46, 0.39, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/St-Andrews-Hospital/reviews', 'https://au.indeed.com/cmp/St-Andrews-Private-Hospital/reviews', 'https://au.indeed.com/cmp/St-Andrews-Village/reviews'], 'seek': ['https://www.seek.com.au/companies/st-andrews-war-memorial-hospital-804940/reviews', 'https://www.seek.com.au/companies/st-andrews-anglican-college-804913/reviews', 'https://www.seek.com.au/companies/st-andrews-hospital-toowoomba-804919/reviews']}"
bada education,education management,new south wales,501-1000,,linkedin.com/company/bada-education,https://au.indeed.com/cmp/G8-Education/reviews,141,https://www.seek.com.au/companies/life-education-800501/reviews,17,158,Unknown,"[[0.5, 0.66, 0.59, 0.37, 0, 0.33], [0, 0.59, 0.44, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Bada/reviews', 'https://au.indeed.com/cmp/G8-Education/reviews', 'https://au.indeed.com/cmp/Dept-of-Education/reviews', 'https://au.indeed.com/cmp/Department-of-Education-and-Training/reviews', 'https://www.indeed.com/cmp/Bada-Bing/reviews'], 'seek': ['https://www.seek.com.au/companies/life-education-800501/reviews', 'https://www.seek.com.au/companies/online-education-services-986010/reviews']}"
offshore business processing pty ltd,outsourcing/offshoring,victoria,501-1000,2013.0,linkedin.com/company/obpcareers,,0,,0,0,Unknown,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': [], 'seek': []}"
ahpra (australia health practitioner regulation agency),government administration,victoria,501-1000,2010.0,linkedin.com/company/australian-health-practitioner-regulation-agency,https://au.indeed.com/cmp/Australian-Health-Practitioner-Regulation-Agency/reviews,3,,0,3,Unknown,"[[0.8, 0.3, 0, 0, 0, 0], [0, 0.31, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Australian-Health-Practitioner-Regulation-Agency/reviews', 'https://au.indeed.com/cmp/Ahpra/reviews'], 'seek': ['https://www.seek.com.au/companies/ahpra-434125/reviews']}"
ifm,marketing and advertising,,5001-10000,1969.0,linkedin.com/company/ifm,https://www.indeed.com/cmp/Ifm/reviews,0,,0,0,Unknown,"[[0.75, 0.41, 0, 0, 0, 0.07], [0, 0, 0.15, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Ifm/reviews', 'https://www.indeed.com/cmp/Ifm-Efector/reviews', 'https://au.indeed.com/cmp/Bank-of-Queensland/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews']}"
andersens floor coverings,retail,queensland,501-1000,1958.0,linkedin.com/company/andersens-floor-coverings,https://www.indeed.com/cmp/Anderson-Flooring/reviews,0,,0,0,Unknown,"[[0.71, 0.53, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Anderson-Flooring/reviews', 'https://au.indeed.com/cmp/Choices-Flooring/reviews'], 'seek': []}"
middle east language development institute,education management,queensland,5001-10000,1999.0,linkedin.com/company/middle-east-language-development-institute,https://www.indeed.com/cmp/Defense-Language-Institute/reviews,0,,0,0,Unknown,"[[0, 0, 0.31, 0.5, 0, 0], [0, 0, 0, 0, 0.13, 0]]","{'indeed': ['https://au.indeed.com/cmp/Goodstart-Early-Learning/reviews', 'https://www.indeed.com/cmp/Defense-Language-Institute/reviews'], 'seek': ['https://www.seek.com.au/companies/thiess-432626/reviews']}"
cox automotive australia,automotive,,501-1000,2016.0,linkedin.com/company/cox-automotive-australia,https://www.indeed.com/cmp/Cox-Automotive/reviews,1,,0,1,Unknown,"[[0.68, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Cox-Automotive/reviews'], 'seek': []}"
federation university australia,higher education,,1001-5000,2014.0,linkedin.com/company/feduni-business-students-society,https://au.indeed.com/cmp/Federation-University-Australia/reviews,20,https://www.seek.com.au/companies/federation-university-australia-609467/reviews,46,66,Unknown,"[[0, 0.83, 0, 0, 0, 0], [0, 0.83, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Federation-University-Australia/reviews'], 'seek': ['https://www.seek.com.au/companies/federation-university-australia-609467/reviews']}"
one rail australia pty ltd,transportation/trucking/railroad,south australia,501-1000,2006.0,linkedin.com/company/one-rail-australia-pty-ltd,,0,https://www.seek.com.au/companies/one-rail-australia-861380/reviews,4,4,Unknown,"[[0, 0, 0.3, 0, 0, 0], [0.72, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Queensland-Rail/reviews'], 'seek': ['https://www.seek.com.au/companies/one-rail-australia-861380/reviews']}"
penske truck rental australia,transportation/trucking/railroad,,10001+,1969.0,linkedin.com/company/penske-truck-rental-and-leasing-australia,https://au.indeed.com/cmp/Penske-Truck-Leasing/reviews,3,https://www.seek.com.au/companies/penske-commercial-vehicles-815129/reviews,8,11,Unknown,"[[0.65, 0, 0, 0, 0, 0], [0.52, 0.44, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Penske-Truck-Leasing/reviews'], 'seek': ['https://www.seek.com.au/companies/penske-commercial-vehicles-815129/reviews', 'https://www.seek.com.au/companies/penske-power-systems-813629/reviews']}"
miele anz,retail,victoria,501-1000,1899.0,linkedin.com/company/miele-australia,https://au.indeed.com/cmp/Miele/reviews,8,https://www.seek.com.au/companies/miele-436078/reviews,55,63,Unknown,"[[0, 0.63, 0, 0, 0, 0], [0.61, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Miele/reviews'], 'seek': ['https://www.seek.com.au/companies/miele-436078/reviews']}"
craigcare,hospital & health care,western australia,501-1000,1972.0,linkedin.com/company/craigcare,https://au.indeed.com/cmp/Craigcare/reviews,5,https://www.seek.com.au/companies/craigcare-436232/reviews,31,36,Unknown,"[[0.92, 0, 0.34, 0, 0, 0], [0, 0, 0, 0, 0.59, 0]]","{'indeed': ['https://au.indeed.com/cmp/Craigcare/reviews', 'https://au.indeed.com/cmp/Southern-Cross-Care-Qld/reviews'], 'seek': ['https://www.seek.com.au/companies/craigcare-436232/reviews']}"
allco | transfer printers (pvt) ltd,automotive,,501-1000,1963.0,linkedin.com/company/allco-transfer-printers-pvt-ltd,,0,https://www.seek.com.au/companies/knox-transfer-station-929082/reviews,5,5,Unknown,"[[0, 0, 0.4, 0.21, 0.08, 0.13], [0, 0, 0.44, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Healthscope-Limited/reviews', 'https://au.indeed.com/cmp/Datacom/reviews', 'https://au.indeed.com/cmp/Jb-Hi--fi/reviews', 'https://au.indeed.com/cmp/Link-Group/reviews'], 'seek': ['https://www.seek.com.au/companies/knox-transfer-station-929082/reviews']}"
parks victoria,government administration,,1001-5000,,linkedin.com/company/parks-victoria,https://au.indeed.com/cmp/Parks-Victoria/reviews,13,https://www.seek.com.au/companies/parks-victoria-434172/reviews,37,50,Unknown,"[[0.84, 0, 0.45, 0, 0, 0], [0.81, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Parks-Victoria/reviews', 'https://au.indeed.com/cmp/Town-of-Victoria-Park/reviews'], 'seek': ['https://www.seek.com.au/companies/parks-victoria-434172/reviews']}"
manpower australia,staffing and recruiting,,1001-5000,1965.0,linkedin.com/company/manpower-australia,https://au.indeed.com/cmp/Manpower/reviews,107,,0,107,Unknown,"[[0.65, 0, 0, 0, 0, 0], [0, 0.25, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Manpower/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews']}"
perenti,mining & metals,western australia,5001-10000,1987.0,linkedin.com/company/perenti,,0,,0,0,Unknown,"[[0, 0, 0.15, 0, 0, 0], [0, 0.37, 0, 0, 0, 0.16]]","{'indeed': ['https://au.indeed.com/cmp/Qld/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/crowe-433050/reviews']}"
cabin services australia,airlines/aviation,,501-1000,2006.0,linkedin.com/company/cabin-services-australia,https://au.indeed.com/cmp/Cabin-Services-Australia/reviews,20,,0,20,Unknown,"[[0.84, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Cabin-Services-Australia/reviews'], 'seek': []}"
pink hygiene solutions,facilities services,new south wales,1001-5000,1903.0,linkedin.com/company/initial-australia,https://au.indeed.com/cmp/Pink-Hygiene/reviews,4,https://www.seek.com.au/companies/pink-hygiene-437044/reviews,4,8,Unknown,"[[0.65, 0, 0, 0, 0, 0], [0.65, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Pink-Hygiene/reviews'], 'seek': ['https://www.seek.com.au/companies/pink-hygiene-437044/reviews']}"
eagle boys,retail,queensland,1001-5000,1987.0,linkedin.com/company/eagle-boys-pizza,https://au.indeed.com/cmp/Eagle-Boys/reviews,140,https://www.seek.com.au/companies/eagle-boys-432516/reviews,52,192,Unknown,"[[0, 0, 0, 0, 0, 0.52], [0, 0.7, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Eagle-Boys/reviews'], 'seek': ['https://www.seek.com.au/companies/eagle-boys-432516/reviews']}"
mazzucchelli's,retail,,1001-5000,,linkedin.com/company/mazzucchellis-jewellers-pty-ltd-,https://au.indeed.com/cmp/Mazzucchellis-Jewellers/reviews,3,,0,3,Unknown,"[[0, 0, 0.64, 0, 0.16, 0], [0, 0, 0, 0, 0.26, 0]]","{'indeed': ['https://au.indeed.com/cmp/Mazzucchellis-Jewellers/reviews', 'https://au.indeed.com/cmp/Harvey-Norman/reviews'], 'seek': ['https://www.seek.com.au/companies/wallace-bishop-434218/reviews']}"
brisbane catholic education,education management,queensland,10001+,,linkedin.com/company/brisbane-catholic-education,https://au.indeed.com/cmp/Brisbane-Catholic-Education/reviews,12,,0,12,Unknown,"[[0.86, 0, 0, 0, 0.55, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Brisbane-Catholic-Education/reviews', 'https://au.indeed.com/cmp/Catholic-Education/reviews'], 'seek': []}"
city of perth,government administration,western australia,501-1000,,linkedin.com/company/city-of-perth,https://au.indeed.com/cmp/City-of-Perth/reviews,12,https://www.seek.com.au/companies/city-of-perth-435180/reviews,51,63,Unknown,"[[0.77, 0, 0, 0, 0, 0], [0, 0.7, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/City-of-Perth/reviews'], 'seek': ['https://www.seek.com.au/companies/city-of-perth-435180/reviews']}"
cara inc,non-profit organization management,,501-1000,1995.0,linkedin.com/company/cara-inc,https://au.indeed.com/cmp/Cara-Inc/reviews,4,https://www.seek.com.au/companies/cara-inc-438771/reviews,27,31,Unknown,"[[0.72, 0, 0, 0, 0, 0], [0.71, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Cara-Inc/reviews'], 'seek': ['https://www.seek.com.au/companies/cara-inc-438771/reviews']}"
rema tip top australia,automotive,,501-1000,,linkedin.com/company/rema-tip-top-australia-pty-ltd,https://au.indeed.com/cmp/Rema-Tip-Top/reviews,7,https://www.seek.com.au/companies/rema-tip-top-436556/reviews,47,54,Unknown,"[[0.56, 0, 0, 0, 0, 0], [0.62, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Rema-Tip-Top/reviews'], 'seek': ['https://www.seek.com.au/companies/rema-tip-top-436556/reviews']}"
supercheap auto,individual & family services,queensland,501-1000,,linkedin.com/company/supercheap-auto,https://au.indeed.com/cmp/Supercheap-Auto/reviews,130,https://www.seek.com.au/companies/supercheap-auto-432675/reviews,136,266,Unknown,"[[0, 0.8, 0, 0, 0, 0], [0.82, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Supercheap-Auto/reviews'], 'seek': ['https://www.seek.com.au/companies/supercheap-auto-432675/reviews']}"
nec australia,information technology and services,,1001-5000,1969.0,linkedin.com/company/nec-australia,https://au.indeed.com/cmp/Nec-Australia/reviews,31,https://www.seek.com.au/companies/nec-433406/reviews,133,164,Unknown,"[[0.83, 0, 0, 0, 0.24, 0], [0.45, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Nec-Australia/reviews', 'https://au.indeed.com/cmp/Nec/reviews'], 'seek': ['https://www.seek.com.au/companies/nec-433406/reviews']}"
royal victorian association of honorary justices,non-profit organization management,victoria,1001-5000,,linkedin.com/company/royal-victorian-association-of-honorary-justices,,0,,0,0,Unknown,"[[0, 0.33, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0.33]]","{'indeed': ['https://au.indeed.com/cmp/Department-of-Justice-and-Community-Safety/reviews'], 'seek': ['https://www.seek.com.au/companies/royal-victorian-eye-and-ear-hospital-806750/reviews']}"
carter holt harvey woodproducts australia,building materials,,1001-5000,,linkedin.com/company/carter-holt-harvey-woodproducts-australia,https://au.indeed.com/cmp/Carter-Holt-Harvey/reviews,29,https://www.seek.com.au/companies/carter-holt-harvey-432635/reviews,36,65,Unknown,"[[0.58, 0, 0, 0, 0, 0], [0, 0.56, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Carter-Holt-Harvey/reviews'], 'seek': ['https://www.seek.com.au/companies/carter-holt-harvey-432635/reviews']}"
waverley motor group,automotive,victoria,501-1000,,linkedin.com/company/waverleymotorgroup,,0,,0,0,Unknown,"[[0, 0, 0, 0, 0.31, 0.04], [0, 0, 0, 0, 0, 0.37]]","{'indeed': ['https://au.indeed.com/cmp/Mercedes--benz-Group/reviews', 'https://au.indeed.com/cmp/Australian-Unity/reviews'], 'seek': ['https://www.seek.com.au/companies/norris-motor-group-609476/reviews']}"
harcourts real estate,real estate,queensland,5001-10000,1888.0,linkedin.com/company/harcourts,https://au.indeed.com/cmp/Harcourts-Real-Estate/reviews,11,https://www.seek.com.au/companies/harcourts-432814/reviews,103,114,Unknown,"[[0.82, 0, 0, 0, 0, 0], [0.61, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Harcourts-Real-Estate/reviews'], 'seek': ['https://www.seek.com.au/companies/harcourts-432814/reviews']}"
limelizard,"health, wellness and fitness",,501-1000,2007.0,linkedin.com/company/limelizard,https://au.indeed.com/cmp/Jb-Hi--fi/reviews,240,,0,240,Unknown,"[[0.41, 0.32, 0.34, 0.19, 0.12, 0.09], [0.32, 0.38, 0, 0, 0.14, 0.07]]","{'indeed': ['https://au.indeed.com/cmp/Jb-Hi--fi/reviews', 'https://au.indeed.com/cmp/Aestec-Services/reviews', 'https://au.indeed.com/cmp/Oppizi/reviews', 'https://au.indeed.com/cmp/Indeed/reviews', 'https://au.indeed.com/cmp/Best-&-Less/reviews', 'https://au.indeed.com/cmp/Datacom/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/brisbane-markets-limited-814540/reviews', 'https://www.seek.com.au/companies/craveable-brands-803444/reviews', 'https://www.seek.com.au/companies/cuscal-434616/reviews']}"
mind australia limited,mental health care,victoria,501-1000,1977.0,linkedin.com/company/mindaustralia,https://au.indeed.com/cmp/Mind-Australia/reviews,11,https://www.seek.com.au/companies/mind-australia-434339/reviews,46,57,Unknown,"[[0, 0.66, 0, 0, 0, 0], [0, 0.65, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Mind-Australia/reviews'], 'seek': ['https://www.seek.com.au/companies/mind-australia-434339/reviews']}"
venueswest,sports,western australia,501-1000,1986.0,linkedin.com/company/venueswest,,0,https://www.seek.com.au/companies/venues-west-435739/reviews,14,14,Unknown,"[[0, 0, 0, 0, 0, 0], [0.79, 0, 0, 0.2, 0, 0]]","{'indeed': [], 'seek': ['https://www.seek.com.au/companies/venues-west-435739/reviews', 'https://www.seek.com.au/companies/decmil-group-435094/reviews']}"
built.,construction,,501-1000,1998.0,linkedin.com/company/built-pty-ltd,https://au.indeed.com/cmp/Built/reviews,4,https://www.seek.com.au/companies/built-environs-435571/reviews,4,8,Unknown,"[[0, 0.75, 0.37, 0.27, 0.46, 0.18], [0.53, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Built/reviews', 'https://au.indeed.com/cmp/Brisbane-City-Council/reviews', 'https://au.indeed.com/cmp/Qld/reviews', 'https://www.indeed.com/cmp/Build/reviews', 'https://au.indeed.com/cmp/Design-and-Build-Recruitment/reviews'], 'seek': ['https://www.seek.com.au/companies/built-environs-435571/reviews']}"
hall & wilcox,law practice,victoria,501-1000,1917.0,linkedin.com/company/hall-&-wilcox,https://au.indeed.com/cmp/Hall-&-Wilcox-Lawyers/reviews,5,https://www.seek.com.au/companies/hall-and-wilcox-lawyers-437542/reviews,10,15,Unknown,"[[0.65, 0, 0, 0, 0, 0], [0.6, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Hall-&-Wilcox-Lawyers/reviews'], 'seek': ['https://www.seek.com.au/companies/hall-and-wilcox-lawyers-437542/reviews']}"
"department of employment, small business and training",government administration,queensland,501-1000,,linkedin.com/company/department-of-employment-small-business-and-training,,0,,0,0,Unknown,"[[0.39, 0, 0, 0, 0, 0], [0.3, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Queensland-Government/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews']}"
