name,industry,region,size,founded,linkedin_url,indeed_url,indeed_reviews,seek_url,seek_reviews,total_reviews,correct,scores,valid_urls
winning group,retail,new south wales,501-1000,1906.0,linkedin.com/company/winning-group,https://au.indeed.com/cmp/Winning-Group/reviews,9,https://www.seek.com.au/companies/winning-group-436752/reviews,57,66,Unknown,"[[0.83, 0, 0, 0, 0.39, 0.23], [0, 0.75, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Winning-Group/reviews', 'https://au.indeed.com/cmp/Winning-Appliances/reviews', 'https://au.indeed.com/cmp/Vita-Group-d1d0c7e4/reviews'], 'seek': ['https://www.seek.com.au/companies/winning-group-436752/reviews']}"
northeast health wangaratta,hospital & health care,victoria,1001-5000,1872.0,linkedin.com/company/northeasthealthwangaratta,https://au.indeed.com/cmp/Northeast-Health-Wangaratta/reviews,4,https://www.seek.com.au/companies/northeast-health-wangaratta-795736/reviews,9,13,Unknown,"[[0, 0.81, 0, 0, 0, 0], [0.86, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Northeast-Health-Wangaratta/reviews'], 'seek': ['https://www.seek.com.au/companies/northeast-health-wangaratta-795736/reviews']}"
saf-holland australia pty ltd,transportation/trucking/railroad,victoria,1001-5000,1957.0,linkedin.com/company/saf-holland-aust-pty-ltd,https://www.indeed.com/cmp/Saf--holland-Inc./reviews,1,https://www.seek.com.au/companies/john-holland-432569/reviews,277,278,Unknown,"[[0.58, 0, 0, 0, 0.31, 0], [0, 0.45, 0.23, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Saf--holland-Inc./reviews', 'https://au.indeed.com/cmp/John-Holland/reviews'], 'seek': ['https://www.seek.com.au/companies/john-holland-432569/reviews', 'https://www.seek.com.au/companies/seek-432600/reviews']}"
ipn medical centres,medical practice,,1001-5000,2000.0,linkedin.com/company/independent-practitioner-network,https://au.indeed.com/cmp/Ipn-Medical-Centres/reviews,21,https://www.seek.com.au/companies/ipn-medical-centres-814880/reviews,15,36,Unknown,"[[0.8, 0, 0, 0, 0, 0], [0, 0, 0.72, 0.28, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Ipn-Medical-Centres/reviews'], 'seek': ['https://www.seek.com.au/companies/ipn-medical-centres-814880/reviews', 'https://www.seek.com.au/companies/ipn-qld-814198/reviews']}"
homeart,retail,,501-1000,1979.0,linkedin.com/company/homeart,https://au.indeed.com/cmp/Homeart/reviews,32,,0,32,Unknown,"[[0, 0, 0, 0, 0, 0.64], [0, 0, 0, 0, 0.13, 0.24]]","{'indeed': ['https://au.indeed.com/cmp/Homeart/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/house-433898/reviews']}"
baozitrip 包子旅行- 旅行社 定制旅游 跟团旅游 饭店代订 自由行 旅行社,"leisure, travel & tourism",victoria,1001-5000,,linkedin.com/company/baozitrip-包子旅行--旅行社-定制旅游-跟团旅游-饭店代订-自由行-旅行社,,0,,0,0,Unknown,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': [], 'seek': []}"
brown sauce media,writing and editing,south australia,10001+,2013.0,linkedin.com/company/brown-sauce-media,https://au.indeed.com/cmp/Ai--media/reviews,9,https://www.seek.com.au/companies/are-media-433116/reviews,56,65,Unknown,"[[0.54, 0.27, 0.22, 0.17, 0, 0.2], [0.57, 0.46, 0, 0, 0.21, 0.2]]","{'indeed': ['https://au.indeed.com/cmp/Ai--media/reviews', 'https://au.indeed.com/cmp/Myer/reviews', 'https://au.indeed.com/cmp/Big-W/reviews', 'https://au.indeed.com/cmp/Appen/reviews', 'https://au.indeed.com/cmp/Harvey-Norman/reviews'], 'seek': ['https://www.seek.com.au/companies/are-media-433116/reviews', 'https://www.seek.com.au/companies/brown-and-hurley-813700/reviews', 'https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/multimedia-technology-813425/reviews']}"
autopacific group,automotive,victoria,501-1000,,linkedin.com/company/autopacific-group,https://au.indeed.com/cmp/Auto-Parts-Group/reviews,14,https://www.seek.com.au/companies/auto-parts-group-437252/reviews,25,39,Unknown,"[[0.61, 0, 0, 0, 0.32, 0.5], [0.55, 0.61, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Auto-Parts-Group/reviews', 'https://au.indeed.com/cmp/Probe-Group/reviews', 'https://www.indeed.com/cmp/Pacific-Group/reviews'], 'seek': ['https://www.seek.com.au/companies/gpc-asia-pacific-752998/reviews', 'https://www.seek.com.au/companies/auto-parts-group-437252/reviews']}"
manassen foods australia pty ltd,consumer goods,new south wales,501-1000,1953.0,linkedin.com/company/manassen-foods-australia-pty-ltd,https://au.indeed.com/cmp/Manassen-Foods/reviews,6,https://www.seek.com.au/companies/manassen-foods-436117/reviews,13,19,Unknown,"[[0, 0.56, 0, 0, 0, 0], [0.62, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Manassen-Foods/reviews'], 'seek': ['https://www.seek.com.au/companies/manassen-foods-436117/reviews']}"
imis (part of aurecon group),civil engineering,,1001-5000,,linkedin.com/company/imis-part-of-aurecon-group-,https://au.indeed.com/cmp/Aurecon-Group/reviews,21,https://www.seek.com.au/companies/aurecon-432740/reviews,113,134,Unknown,"[[0.62, 0, 0, 0, 0, 0], [0, 0.45, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Aurecon-Group/reviews'], 'seek': ['https://www.seek.com.au/companies/aurecon-432740/reviews']}"
greater bank,financial services,,501-1000,1945.0,linkedin.com/company/greater-bank,https://au.indeed.com/cmp/Greater-Bank/reviews,2,https://www.seek.com.au/companies/greater-bank-434336/reviews,45,47,Unknown,"[[0.81, 0, 0.44, 0, 0, 0], [0.78, 0, 0, 0, 0.21, 0]]","{'indeed': ['https://au.indeed.com/cmp/Greater-Bank/reviews', 'https://au.indeed.com/cmp/Greater-Building-Society/reviews'], 'seek': ['https://www.seek.com.au/companies/greater-bank-434336/reviews', 'https://www.seek.com.au/companies/bank-of-queensland-432535/reviews']}"
labour solutions australia,human resources,queensland,501-1000,2004.0,linkedin.com/company/labour-solutions-australia,https://au.indeed.com/cmp/Labour-Solutions-Australia/reviews,35,https://www.seek.com.au/companies/labour-hire-433739/reviews,42,77,Unknown,"[[0.86, 0, 0, 0, 0, 0], [0, 0, 0.42, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Labour-Solutions-Australia/reviews'], 'seek': ['https://www.seek.com.au/companies/labour-hire-433739/reviews']}"
kim johansen transport group,transportation/trucking/railroad,western australia,501-1000,1988.0,linkedin.com/company/kim-johansen-transport-group,,0,,0,0,Unknown,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': [], 'seek': []}"
court of appeal,judiciary,victoria,501-1000,,linkedin.com/company/court-of-appeal,https://www.indeed.com/cmp/Court-of-Appeal/reviews,0,https://www.seek.com.au/companies/federal-court-of-australia-436237/reviews,9,9,Unknown,"[[0.8, 0, 0.61, 0, 0.5, 0.22], [0.56, 0.37, 0.47, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Court-of-Appeal/reviews', 'https://www.indeed.com/cmp/U.S.-Court-of-Appeals/reviews', 'https://www.indeed.com/cmp/Court-of-Criminal-Appeals/reviews', 'https://au.indeed.com/cmp/Jon-Le-Court/reviews'], 'seek': ['https://www.seek.com.au/companies/federal-court-of-australia-436237/reviews', 'https://www.seek.com.au/companies/results-legal-954664/reviews', 'https://www.seek.com.au/companies/family-court-of-australia-795384/reviews']}"
thermo fisher scientific anz,research,,501-1000,2009.0,linkedin.com/company/thermo-fisher-scientific-anz,https://au.indeed.com/cmp/Thermo-Fisher-Scientific/reviews,20,https://www.seek.com.au/companies/thermo-fisher-scientific-433465/reviews,62,82,Unknown,"[[0.8, 0, 0, 0, 0, 0], [0.81, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Thermo-Fisher-Scientific/reviews'], 'seek': ['https://www.seek.com.au/companies/thermo-fisher-scientific-433465/reviews']}"
rocla - a member of the fletcher building group,civil engineering,queensland,501-1000,1922.0,linkedin.com/company/rocla,https://au.indeed.com/cmp/Fletcher-Building/reviews,9,,0,9,Unknown,"[[0.58, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Fletcher-Building/reviews'], 'seek': []}"
gallagher bassett (australia),insurance,queensland,501-1000,1997.0,linkedin.com/company/gallagher-bassett-services-pty-ltd,https://au.indeed.com/cmp/Gallagher-3/reviews,17,https://www.seek.com.au/companies/gallagher-bassett-433281/reviews,78,95,Unknown,"[[0.55, 0, 0, 0, 0, 0], [0.7, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Gallagher-3/reviews'], 'seek': ['https://www.seek.com.au/companies/gallagher-bassett-433281/reviews']}"
first national real estate,real estate,,1001-5000,1981.0,linkedin.com/company/first-national-real-estate,https://au.indeed.com/cmp/First-National-Real-Estate/reviews,12,,0,12,Unknown,"[[0, 0.75, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/First-National-Real-Estate/reviews'], 'seek': []}"
csr bradford,building materials,,501-1000,1934.0,linkedin.com/company/csr-bradford,https://au.indeed.com/cmp/Csr-Bradford/reviews,3,,0,3,Unknown,"[[0.64, 0.76, 0.38, 0, 0, 0], [0, 0, 0.35, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Csr-Bradford-Insulation/reviews', 'https://au.indeed.com/cmp/Csr-Bradford/reviews', 'https://au.indeed.com/cmp/Csr-Building-Products/reviews'], 'seek': ['https://www.seek.com.au/companies/csr-limited-436461/reviews']}"
device technologies,medical devices,,501-1000,1992.0,linkedin.com/company/device-technologies,https://au.indeed.com/cmp/Device-Technologies/reviews,8,https://www.seek.com.au/companies/device-technologies-435318/reviews,23,31,Unknown,"[[0, 0, 0, 0.73, 0.6, 0], [0.85, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Device-Technologies/reviews', 'https://www.indeed.com/cmp/Medical-Device-Technologies/reviews'], 'seek': ['https://www.seek.com.au/companies/device-technologies-435318/reviews']}"
sydney convention and exhibition centre,events services,,501-1000,1988.0,linkedin.com/company/sydney-convention-and-exhibition-centre,https://au.indeed.com/cmp/Sydney-Convention-and-Exhibition-Centre/reviews,6,,0,6,Unknown,"[[0, 0.8, 0, 0.25, 0, 0], [0, 0, 0.31, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Sydney-Convention-and-Exhibition-Centre/reviews', 'https://au.indeed.com/cmp/Icc-Sydney/reviews'], 'seek': ['https://www.seek.com.au/companies/icc-sydney-813223/reviews']}"
catholic archdiocese of perth,religious institutions,,1001-5000,1845.0,linkedin.com/company/catholic-archdiocese-of-perth,https://au.indeed.com/cmp/Catholic-Education-Office/reviews,21,https://www.seek.com.au/companies/catholic-archdiocese-of-melbourne-861257/reviews,7,28,Unknown,"[[0, 0.53, 0, 0, 0, 0], [0, 0, 0, 0, 0.55, 0]]","{'indeed': ['https://au.indeed.com/cmp/Catholic-Education-Office/reviews'], 'seek': ['https://www.seek.com.au/companies/catholic-archdiocese-of-melbourne-861257/reviews']}"
top cut foods,food & beverages,queensland,501-1000,1981.0,linkedin.com/company/top-cut-foods,https://au.indeed.com/cmp/Top-Cut-Foods/reviews,4,https://www.seek.com.au/companies/top-cut-foods-799362/reviews,24,28,Unknown,"[[0.71, 0, 0, 0, 0, 0], [0.75, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Top-Cut-Foods/reviews'], 'seek': ['https://www.seek.com.au/companies/top-cut-foods-799362/reviews']}"
bosch rexroth australia,industrial automation,,501-1000,1795.0,linkedin.com/company/bosch-rexroth-australia,https://www.indeed.com/cmp/Bosch-Rexroth-Ag/reviews,2,https://www.seek.com.au/companies/bosch-rexroth-436941/reviews,18,20,Unknown,"[[0, 0.58, 0, 0, 0, 0], [0, 0.62, 0, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Bosch-Rexroth-Ag/reviews'], 'seek': ['https://www.seek.com.au/companies/bosch-rexroth-436941/reviews']}"
mount gibson iron,mining & metals,,501-1000,1996.0,linkedin.com/company/mount-gibson-iron,https://au.indeed.com/cmp/Mount-Gibson-Iron/reviews,9,https://www.seek.com.au/companies/mount-gibson-iron-433868/reviews,41,50,Unknown,"[[0.78, 0.59, 0, 0, 0, 0], [0.8, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Mount-Gibson-Iron/reviews', 'https://au.indeed.com/cmp/Mt-Gibson-Iron-Ltd/reviews'], 'seek': ['https://www.seek.com.au/companies/mount-gibson-iron-433868/reviews']}"
live life work less,"health, wellness and fitness",victoria,10001+,2009.0,linkedin.com/company/live-life-work-less,,0,,0,0,Unknown,"[[0, 0.36, 0, 0, 0.24, 0.2], [0.3, 0.39, 0, 0.3, 0.25, 0]]","{'indeed': ['https://au.indeed.com/cmp/Feros-Care/reviews', 'https://au.indeed.com/cmp/Bolton-Clarke/reviews', 'https://au.indeed.com/cmp/Best-&-Less/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/life-education-800501/reviews', 'https://www.seek.com.au/companies/tree-of-life-434209/reviews', 'https://www.seek.com.au/companies/best-n-less-432407/reviews']}"
ostwald bros,construction,queensland,501-1000,1990.0,linkedin.com/company/ostwald-bros,https://au.indeed.com/cmp/Ostwald-Bros/reviews,33,https://www.seek.com.au/companies/ostwald-bros-433165/reviews,46,79,Unknown,"[[0.81, 0, 0, 0, 0, 0], [0.78, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Ostwald-Bros/reviews'], 'seek': ['https://www.seek.com.au/companies/ostwald-bros-433165/reviews']}"
prompt care,"health, wellness and fitness",victoria,501-1000,2011.0,linkedin.com/company/prompt-care-aus,https://au.indeed.com/cmp/Prompt-Care/reviews,3,,0,3,Unknown,"[[0.8, 0, 0, 0.74, 0, 0.33], [0, 0, 0, 0.32, 0.18, 0.31]]","{'indeed': ['https://au.indeed.com/cmp/Prompt-Care/reviews', 'https://www.indeed.com/cmp/Promptcare/reviews', 'https://www.indeed.com/cmp/The-Promptcare-Companies,-Inc./reviews'], 'seek': ['https://www.seek.com.au/companies/blue-care-432544/reviews', 'https://www.seek.com.au/companies/anglicare-southern-queensland-834470/reviews', 'https://www.seek.com.au/companies/ozcare-433074/reviews']}"
hungry jack's® australia pty ltd,food & beverages,new south wales,10001+,1971.0,linkedin.com/company/hungry-jack's-australia-pty-ltd,https://au.indeed.com/cmp/Hungry-Jack's/reviews,2409,https://www.seek.com.au/companies/hungry-jacks-432300/reviews,780,3189,Unknown,"[[0.58, 0, 0, 0, 0, 0], [0.57, 0, 0, 0, 0, 0]]","{'indeed': [""https://au.indeed.com/cmp/Hungry-Jack's/reviews""], 'seek': ['https://www.seek.com.au/companies/hungry-jacks-432300/reviews']}"
7-eleven australia,retail,new south wales,5001-10000,1977.0,linkedin.com/company/7-eleven-australia,https://au.indeed.com/cmp/7--eleven/reviews,352,https://www.seek.com.au/companies/7-eleven-432826/reviews,147,499,Unknown,"[[0.69, 0, 0, 0, 0, 0], [0.61, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/7--eleven/reviews'], 'seek': ['https://www.seek.com.au/companies/7-eleven-432826/reviews']}"
unidap solutions pty ltd,information technology and services,queensland,10001+,,linkedin.com/company/unidap-solutions-pty-ltd,https://au.indeed.com/cmp/Colorcorp-Pty-Ltd/reviews,2,https://www.seek.com.au/companies/intellidesign-924597/reviews,7,9,Unknown,"[[0.54, 0, 0, 0, 0, 0.26], [0.45, 0.24, 0, 0, 0.41, 0]]","{'indeed': ['https://au.indeed.com/cmp/Colorcorp-Pty-Ltd/reviews', 'https://au.indeed.com/cmp/Oakmoore-Pty-Ltd/reviews'], 'seek': ['https://www.seek.com.au/companies/intellidesign-924597/reviews', 'https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/community-solutions-435508/reviews']}"
iaccelerate,education management,,1001-5000,2011.0,linkedin.com/company/iaccelerate,,0,,0,0,Unknown,"[[0, 0, 0.33, 0.19, 0.14, 0], [0.39, 0, 0.28, 0.27, 0.28, 0.15]]","{'indeed': ['https://au.indeed.com/cmp/Indeed/reviews', 'https://au.indeed.com/cmp/Rolld/reviews', 'https://au.indeed.com/cmp/Tappon/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/easy2c-831085/reviews', 'https://www.seek.com.au/companies/pathtech-946999/reviews', 'https://www.seek.com.au/companies/dialogit-434067/reviews', 'https://www.seek.com.au/companies/connect2group-437364/reviews']}"
communities@work,individual & family services,act,501-1000,1977.0,linkedin.com/company/commsatwork,https://au.indeed.com/cmp/Communities@work/reviews,12,https://www.seek.com.au/companies/communitieswork-813815/reviews,27,39,Unknown,"[[0.95, 0, 0, 0, 0.42, 0.44], [0, 0, 0.74, 0, 0.39, 0]]","{'indeed': ['https://au.indeed.com/cmp/Communities@work/reviews', 'https://au.indeed.com/cmp/Centacare-Community-Services/reviews', 'https://au.indeed.com/cmp/Community-Services/reviews'], 'seek': ['https://www.seek.com.au/companies/communitieswork-813815/reviews', 'https://www.seek.com.au/companies/coasit-community-services-860997/reviews']}"
psc insurance group,insurance,victoria,501-1000,2006.0,linkedin.com/company/psc-insurance-group,,0,,0,0,Unknown,"[[0.39, 0.33, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Psc/reviews', 'https://www.indeed.com/cmp/P.s.c/reviews'], 'seek': []}"
mailcare,marketing and advertising,victoria,501-1000,1988.0,linkedin.com/company/mailcare,,0,https://www.seek.com.au/companies/mail-call-couriers-435972/reviews,9,9,Unknown,"[[0, 0, 0.38, 0, 0, 0.25], [0.33, 0.56, 0.3, 0.47, 0.28, 0]]","{'indeed': ['https://au.indeed.com/cmp/Windsor-Mail/reviews', 'https://au.indeed.com/cmp/Mail-Marketing-Works-Pty-Ltd/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/mail-call-couriers-435972/reviews', 'https://www.seek.com.au/companies/brisbane-markets-limited-814540/reviews', 'https://www.seek.com.au/companies/craigcare-436232/reviews', 'https://www.seek.com.au/companies/webstercare-979412/reviews']}"
vanguard solutions pty ltd,oil & energy,western australia,501-1000,2000.0,linkedin.com/company/vanguard-solutions-pty-ltd,https://www.indeed.com/cmp/Vanguard-Business-Solutions/reviews,0,https://www.seek.com.au/companies/vanguard-investments-australia-806621/reviews,8,8,Unknown,"[[0, 0.65, 0.46, 0, 0, 0], [0, 0, 0.46, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Vanguard-Business-Solutions/reviews', 'https://www.indeed.com/cmp/Vanguard/reviews'], 'seek': ['https://www.seek.com.au/companies/vanguard-investments-australia-806621/reviews']}"
multiquip pty ltd,transportation/trucking/railroad,new south wales,501-1000,1981.0,linkedin.com/company/multiquip-pty-ltd,https://au.indeed.com/cmp/Multiquip/reviews,2,https://www.seek.com.au/companies/multiquip-814729/reviews,8,10,Unknown,"[[0.71, 0, 0, 0, 0, 0], [0.66, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Multiquip/reviews'], 'seek': ['https://www.seek.com.au/companies/multiquip-814729/reviews']}"
yarra valley water,utilities,,501-1000,,linkedin.com/company/yarra-valley-water,https://au.indeed.com/cmp/Yarra-Valley-Water/reviews,10,https://www.seek.com.au/companies/yarra-valley-water-433667/reviews,26,36,Unknown,"[[0.79, 0, 0, 0, 0, 0], [0.81, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Yarra-Valley-Water/reviews'], 'seek': ['https://www.seek.com.au/companies/yarra-valley-water-433667/reviews']}"
australian government department of education and training,government administration,act,501-1000,2014.0,linkedin.com/company/australian-government-department-of-education,https://au.indeed.com/cmp/Department-of-Education-and-Training/reviews,66,https://www.seek.com.au/companies/department-of-education-qld-753395/reviews,252,318,Unknown,"[[0.71, 0, 0.42, 0, 0, 0], [0.61, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Department-of-Education-and-Training/reviews', 'https://au.indeed.com/cmp/Queensland-Government/reviews'], 'seek': ['https://www.seek.com.au/companies/department-of-education-qld-753395/reviews']}"
